"X","Cancer_type","Pathway","Gene"
3395,"OS","Pyrimidine Metabolism","RRM2"
3396,"OS","Pyrimidine Metabolism","RRM2B"
3397,"OS","Pyrimidine Metabolism","UCKL1"
3398,"OS","Pyrimidine Metabolism","CDA"
3399,"OS","Pyrimidine Metabolism","TYMP"
3400,"OS","Pyrimidine Metabolism","DCTD"
3401,"OS","Pyrimidine Metabolism","TK1"
3402,"OS","Pyrimidine Metabolism","TYMS"
3403,"OS","Pyrimidine Metabolism","DUT"
3404,"OS","Nucleotide Excision Repair",""
3405,"OS","Nucleotide Excision Repair",""
3406,"OS","Nucleotide Excision Repair","ERCC2"
3407,"OS","Nucleotide Excision Repair",""
3408,"OS","Nucleotide Excision Repair",""
3409,"OS","Nucleotide Excision Repair","POLR1A"
3410,"OS","Nucleotide Excision Repair",""
3411,"OS","Nucleotide Excision Repair","ERCC4"
3412,"OS","Nucleotide Excision Repair","PAPD7"
3413,"OS","Nucleotide Excision Repair","POLE"
3414,"OS","Nucleotide Excision Repair","LIG1"
3415,"OS","Phosphatidylinositol Phosphate Metabolism","CDIPT"
3416,"OS","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
3417,"OS","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
3418,"OS","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
3419,"OS","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
3420,"OS","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
3421,"OS","Phosphatidylinositol Phosphate Metabolism",""
3422,"OS","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
3423,"OS","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
3424,"OS","Phosphatidylinositol Phosphate Metabolism","FIG4"
3425,"OS","Phosphatidylinositol Phosphate Metabolism","VAC14"
3426,"OS","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
3427,"OS","Phosphatidylinositol Phosphate Metabolism","INPP4B"
3428,"OS","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
3429,"OS","Phosphatidylinositol Phosphate Metabolism","INPP5D"
3430,"OS","Phosphatidylinositol Phosphate Metabolism","INPP5E"
3431,"OS","Phosphatidylinositol Phosphate Metabolism","PI4KA"
3432,"OS","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
3433,"OS","Phosphatidylinositol Phosphate Metabolism","ERBB2"
3434,"OS","Phosphatidylinositol Phosphate Metabolism",""
3435,"OS","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
3436,"OS","Phosphatidylinositol Phosphate Metabolism","PTEN"
3437,"OS","Phosphatidylinositol Phosphate Metabolism","PLCB1"
3438,"OV","Nucleotide Excision Repair",""
3439,"OV","Nucleotide Excision Repair",""
3440,"OV","Nucleotide Excision Repair","ERCC2"
3441,"OV","Nucleotide Excision Repair",""
3442,"OV","Nucleotide Excision Repair",""
3443,"OV","Nucleotide Excision Repair","POLR1A"
3444,"OV","Nucleotide Excision Repair",""
3445,"OV","Nucleotide Excision Repair","ERCC4"
3446,"OV","Nucleotide Excision Repair","PAPD7"
3447,"OV","Nucleotide Excision Repair","POLE"
3448,"OV","Nucleotide Excision Repair","LIG1"
3449,"OV","Inositol Metabolism","ISYNA1"
3450,"OV","Inositol Metabolism","IPMK"
3451,"OV","Inositol Metabolism","ITPK1"
3452,"OV","Inositol Metabolism","IPPK"
3453,"OV","Inositol Metabolism","MINPP1"
3454,"OV","Inositol Metabolism","ITPKA"
3455,"OV","Inositol Metabolism","INPP5J"
3456,"OV","Inositol Metabolism","INPP1"
3457,"OV","Inositol Metabolism","IMPA1"
3458,"OV","Inositol Metabolism","MIOX"
3459,"OV","Inositol Metabolism","INPP4A"
3460,"OV","Inositol Metabolism","PLCD3"
3461,"OV","Inositol Metabolism","PIKFYVE"
3462,"OV","Inositol Metabolism","FIG4"
3463,"OV","Inositol Metabolism","VAC14"
3464,"OV","Inositol Metabolism","PI4KA"
3465,"OV","Inositol Metabolism","PIK3C3"
3466,"OV","Inositol Metabolism","PIK3R4"
3467,"OV","Inositol Metabolism",""
3468,"OV","Inositol Metabolism","AMBRA1"
3469,"OV","Inositol Metabolism","PIK3CA"
3470,"OV","Inositol Metabolism","PTPMT1"
3471,"OV","Phosphatidylinositol Phosphate Metabolism","CDIPT"
3472,"OV","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
3473,"OV","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
3474,"OV","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
3475,"OV","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
3476,"OV","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
3477,"OV","Phosphatidylinositol Phosphate Metabolism",""
3478,"OV","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
3479,"OV","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
3480,"OV","Phosphatidylinositol Phosphate Metabolism","FIG4"
3481,"OV","Phosphatidylinositol Phosphate Metabolism","VAC14"
3482,"OV","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
3483,"OV","Phosphatidylinositol Phosphate Metabolism","INPP4B"
3484,"OV","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
3485,"OV","Phosphatidylinositol Phosphate Metabolism","INPP5D"
3486,"OV","Phosphatidylinositol Phosphate Metabolism","INPP5E"
3487,"OV","Phosphatidylinositol Phosphate Metabolism","PI4KA"
3488,"OV","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
3489,"OV","Phosphatidylinositol Phosphate Metabolism","ERBB2"
3490,"OV","Phosphatidylinositol Phosphate Metabolism",""
3491,"OV","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
3492,"OV","Phosphatidylinositol Phosphate Metabolism","PTEN"
3493,"OV","Phosphatidylinositol Phosphate Metabolism","PLCB1"
3494,"PAAD","Sulfate_Sulfite Metabolism","SUOX"
3495,"PAAD","Sulfate_Sulfite Metabolism","PAPSS2"
3496,"PAAD","Sulfate_Sulfite Metabolism","BPNT1"
3497,"PAAD","Sulfate_Sulfite Metabolism","SULT1E1"
3498,"PAAD","Sulfate_Sulfite Metabolism","SULT1A1"
3499,"PAAD","Sulfate_Sulfite Metabolism","SULT2B1"
3500,"PAAD","Sulfate_Sulfite Metabolism","CHST11"
3501,"PAAD","Phosphatidylinositol Phosphate Metabolism","CDIPT"
3502,"PAAD","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
3503,"PAAD","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
3504,"PAAD","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
3505,"PAAD","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
3506,"PAAD","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
3507,"PAAD","Phosphatidylinositol Phosphate Metabolism",""
3508,"PAAD","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
3509,"PAAD","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
3510,"PAAD","Phosphatidylinositol Phosphate Metabolism","FIG4"
3511,"PAAD","Phosphatidylinositol Phosphate Metabolism","VAC14"
3512,"PAAD","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
3513,"PAAD","Phosphatidylinositol Phosphate Metabolism","INPP4B"
3514,"PAAD","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
3515,"PAAD","Phosphatidylinositol Phosphate Metabolism","INPP5D"
3516,"PAAD","Phosphatidylinositol Phosphate Metabolism","INPP5E"
3517,"PAAD","Phosphatidylinositol Phosphate Metabolism","PI4KA"
3518,"PAAD","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
3519,"PAAD","Phosphatidylinositol Phosphate Metabolism","ERBB2"
3520,"PAAD","Phosphatidylinositol Phosphate Metabolism",""
3521,"PAAD","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
3522,"PAAD","Phosphatidylinositol Phosphate Metabolism","PTEN"
3523,"PAAD","Phosphatidylinositol Phosphate Metabolism","PLCB1"
3524,"PAAD","Nucleotide Excision Repair",""
3525,"PAAD","Nucleotide Excision Repair",""
3526,"PAAD","Nucleotide Excision Repair","ERCC2"
3527,"PAAD","Nucleotide Excision Repair",""
3528,"PAAD","Nucleotide Excision Repair",""
3529,"PAAD","Nucleotide Excision Repair","POLR1A"
3530,"PAAD","Nucleotide Excision Repair",""
3531,"PAAD","Nucleotide Excision Repair","ERCC4"
3532,"PAAD","Nucleotide Excision Repair","PAPD7"
3533,"PAAD","Nucleotide Excision Repair","POLE"
3534,"PAAD","Nucleotide Excision Repair","LIG1"
3535,"PAAD","Warburg Effect","SLC2A2"
3536,"PAAD","Warburg Effect","HK2"
3537,"PAAD","Warburg Effect","GPI"
3538,"PAAD","Warburg Effect","PFKL"
3539,"PAAD","Warburg Effect","ALDOB"
3540,"PAAD","Warburg Effect","GAPDH"
3541,"PAAD","Warburg Effect","PGK1"
3542,"PAAD","Warburg Effect","PGAM2"
3543,"PAAD","Warburg Effect","ENO1"
3544,"PAAD","Warburg Effect","PKLR"
3545,"PAAD","Warburg Effect","MPC1"
3546,"PAAD","Warburg Effect","PC"
3547,"PAAD","Warburg Effect","PDHA1"
3548,"PAAD","Warburg Effect","PDHB"
3549,"PAAD","Warburg Effect","DLAT"
3550,"PAAD","Warburg Effect","DLD"
3551,"PAAD","Warburg Effect","CS"
3552,"PAAD","Warburg Effect","LDHAL6A"
3553,"PAAD","Warburg Effect","SLC16A1"
3554,"PAAD","Warburg Effect","ACO2"
3555,"PAAD","Warburg Effect","IDH3A"
3556,"PAAD","Warburg Effect","IDH3B"
3557,"PAAD","Warburg Effect","IDH3G"
3558,"PAAD","Warburg Effect","OGDH"
3559,"PAAD","Warburg Effect","DLST"
3560,"PAAD","Warburg Effect","SUCLG1"
3561,"PAAD","Warburg Effect","SUCLG2"
3562,"PAAD","Warburg Effect","SDHA"
3563,"PAAD","Warburg Effect","SDHB"
3564,"PAAD","Warburg Effect","SDHC"
3565,"PAAD","Warburg Effect","SDHD"
3566,"PAAD","Warburg Effect","FH"
3567,"PAAD","Warburg Effect","MDH1"
3568,"PAAD","Warburg Effect","GLUD1"
3569,"PAAD","Warburg Effect","GLS2"
3570,"PAAD","Warburg Effect","SLC1A5"
3571,"PAAD","Warburg Effect","TALDO1"
3572,"PAAD","Warburg Effect","TKT"
3573,"PAAD","Warburg Effect","RPIA"
3574,"PAAD","Warburg Effect","PGLS"
3575,"PAAD","Warburg Effect","G6PD"
3576,"PAAD","Warburg Effect","PGD"
3577,"PAAD","Warburg Effect",""
3578,"PAAD","Warburg Effect","ACO1"
3579,"PAAD","Warburg Effect","IDH1"
3580,"PAAD","Warburg Effect","PKM"
3581,"PAAD","Inositol Metabolism","ISYNA1"
3582,"PAAD","Inositol Metabolism","IPMK"
3583,"PAAD","Inositol Metabolism","ITPK1"
3584,"PAAD","Inositol Metabolism","IPPK"
3585,"PAAD","Inositol Metabolism","MINPP1"
3586,"PAAD","Inositol Metabolism","ITPKA"
3587,"PAAD","Inositol Metabolism","INPP5J"
3588,"PAAD","Inositol Metabolism","INPP1"
3589,"PAAD","Inositol Metabolism","IMPA1"
3590,"PAAD","Inositol Metabolism","MIOX"
3591,"PAAD","Inositol Metabolism","INPP4A"
3592,"PAAD","Inositol Metabolism","PLCD3"
3593,"PAAD","Inositol Metabolism","PIKFYVE"
3594,"PAAD","Inositol Metabolism","FIG4"
3595,"PAAD","Inositol Metabolism","VAC14"
3596,"PAAD","Inositol Metabolism","PI4KA"
3597,"PAAD","Inositol Metabolism","PIK3C3"
3598,"PAAD","Inositol Metabolism","PIK3R4"
3599,"PAAD","Inositol Metabolism",""
3600,"PAAD","Inositol Metabolism","AMBRA1"
3601,"PAAD","Inositol Metabolism","PIK3CA"
3602,"PAAD","Inositol Metabolism","PTPMT1"
3603,"PANCAN","Purine Metabolism","NUDT2"
3604,"PANCAN","Purine Metabolism","NME6"
3605,"PANCAN","Purine Metabolism","ENTPD5"
3606,"PANCAN","Purine Metabolism","ENTPD8"
3607,"PANCAN","Purine Metabolism","GUK1"
3608,"PANCAN","Purine Metabolism","NT5C2"
3609,"PANCAN","Purine Metabolism","DGUOK"
3610,"PANCAN","Purine Metabolism","APRT"
3611,"PANCAN","Purine Metabolism","PNP"
3612,"PANCAN","Purine Metabolism","HPRT1"
3613,"PANCAN","Purine Metabolism","GDA"
3614,"PANCAN","Purine Metabolism","NUDT5"
3615,"PANCAN","Purine Metabolism","PRPS1L1"
3616,"PANCAN","Purine Metabolism","PPAT"
3617,"PANCAN","Purine Metabolism","GART"
3618,"PANCAN","Purine Metabolism","PFAS"
3619,"PANCAN","Purine Metabolism","PAICS"
3620,"PANCAN","Purine Metabolism","ADSL"
3621,"PANCAN","Purine Metabolism","ATIC"
3622,"PANCAN","Purine Metabolism","ITPA"
3623,"PANCAN","Purine Metabolism","GMPS"
3624,"PANCAN","Purine Metabolism","IMPDH1"
3625,"PANCAN","Purine Metabolism","GMPR"
3626,"PANCAN","Purine Metabolism","XDH"
3627,"PANCAN","Purine Metabolism","ADSS"
3628,"PANCAN","Purine Metabolism","AMPD1"
3629,"PANCAN","Purine Metabolism","ADA"
3630,"PANCAN","Purine Metabolism","AK1"
3631,"PANCAN","Purine Metabolism","ATAD1"
3632,"PANCAN","Purine Metabolism","PDE4D"
3633,"PANCAN","Purine Metabolism","ADCY10"
3634,"PANCAN","Purine Metabolism","GUCY1A2"
3635,"PANCAN","Purine Metabolism","GUCY1B3"
3636,"PANCAN","Purine Metabolism","PDE10A"
3637,"PANCAN","Purine Metabolism","TXN"
3638,"PANCAN","Purine Metabolism","RRM1"
3639,"PANCAN","Purine Metabolism","RRM2"
3640,"PANCAN","Purine Metabolism","HPRT1"
3641,"PANCAN","Purine Metabolism","IMPDH1"
3642,"PANCAN","Purine Metabolism","GMPS"
3643,"PANCAN","Purine Metabolism","TPMT"
3644,"PANCAN","Purine Metabolism","RAC1"
3645,"PANCAN","Purine Metabolism","AOX1"
3646,"PANCAN","Purine Metabolism","PPAT"
3647,"PANCAN","Purine Metabolism","SLC29A2"
3648,"PANCAN","Purine Metabolism","SLC28A3"
3649,"PANCAN","Purine Metabolism","SLC29A1"
3650,"PANCAN","Purine Metabolism","SLC28A2"
3651,"PANCAN","Purine Metabolism","ABCC5"
3652,"PANCAN","Purine Metabolism","ABCC4"
3653,"PANCAN","Purine Metabolism","XDH"
3654,"PANCAN","Purine Metabolism","ADK"
3655,"PANCAN","Trehalose Degradation","TREH"
3656,"PANCAN","Trehalose Degradation","SLC5A1"
3657,"PANCAN","Trehalose Degradation","SLC2A2"
3658,"PANCAN","Trehalose Degradation","GCK"
3659,"PANCAN","Trehalose Degradation","ATP1A1"
3660,"PANCAN","Trehalose Degradation","ATP1A2"
3661,"PANCAN","Trehalose Degradation","ATP1A3"
3662,"PANCAN","Trehalose Degradation","ATP1A4"
3663,"PANCAN","Trehalose Degradation","ATP1B1"
3664,"PANCAN","Trehalose Degradation","ATP1B2"
3665,"PANCAN","Trehalose Degradation","ATP1B3"
3666,"PANCAN","Trehalose Degradation",""
3667,"PANCAN","Trehalose Degradation","FXYD2"
3668,"PANCAN","Caffeine Metabolism","CYP1A2"
3669,"PANCAN","Caffeine Metabolism","CYP2E1"
3670,"PANCAN","Caffeine Metabolism","NAT2"
3671,"PANCAN","Caffeine Metabolism","CYP3A4"
3672,"PANCAN","Caffeine Metabolism","CYP2C8"
3673,"PANCAN","Caffeine Metabolism","CYP2C9"
3674,"PANCAN","Caffeine Metabolism","XDH"
3675,"PANCAN","Caffeine Metabolism","CYP2A6"
3676,"PANCAN","Phosphatidylinositol Phosphate Metabolism","CDIPT"
3677,"PANCAN","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
3678,"PANCAN","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
3679,"PANCAN","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
3680,"PANCAN","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
3681,"PANCAN","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
3682,"PANCAN","Phosphatidylinositol Phosphate Metabolism",""
3683,"PANCAN","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
3684,"PANCAN","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
3685,"PANCAN","Phosphatidylinositol Phosphate Metabolism","FIG4"
3686,"PANCAN","Phosphatidylinositol Phosphate Metabolism","VAC14"
3687,"PANCAN","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
3688,"PANCAN","Phosphatidylinositol Phosphate Metabolism","INPP4B"
3689,"PANCAN","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
3690,"PANCAN","Phosphatidylinositol Phosphate Metabolism","INPP5D"
3691,"PANCAN","Phosphatidylinositol Phosphate Metabolism","INPP5E"
3692,"PANCAN","Phosphatidylinositol Phosphate Metabolism","PI4KA"
3693,"PANCAN","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
3694,"PANCAN","Phosphatidylinositol Phosphate Metabolism","ERBB2"
3695,"PANCAN","Phosphatidylinositol Phosphate Metabolism",""
3696,"PANCAN","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
3697,"PANCAN","Phosphatidylinositol Phosphate Metabolism","PTEN"
3698,"PANCAN","Phosphatidylinositol Phosphate Metabolism","PLCB1"
3699,"PANCAN","Nucleotide Excision Repair",""
3700,"PANCAN","Nucleotide Excision Repair",""
3701,"PANCAN","Nucleotide Excision Repair","ERCC2"
3702,"PANCAN","Nucleotide Excision Repair",""
3703,"PANCAN","Nucleotide Excision Repair",""
3704,"PANCAN","Nucleotide Excision Repair","POLR1A"
3705,"PANCAN","Nucleotide Excision Repair",""
3706,"PANCAN","Nucleotide Excision Repair","ERCC4"
3707,"PANCAN","Nucleotide Excision Repair","PAPD7"
3708,"PANCAN","Nucleotide Excision Repair","POLE"
3709,"PANCAN","Nucleotide Excision Repair","LIG1"
3710,"PANCAN","Glutamate Metabolism","PIG59"
3711,"PANCAN","Glutamate Metabolism","GLS2"
3712,"PANCAN","Glutamate Metabolism","GFPT1"
3713,"PANCAN","Glutamate Metabolism","GNPNAT1"
3714,"PANCAN","Glutamate Metabolism","NAGK"
3715,"PANCAN","Glutamate Metabolism","CAD"
3716,"PANCAN","Glutamate Metabolism","CPS1"
3717,"PANCAN","Glutamate Metabolism","PPAT"
3718,"PANCAN","Glutamate Metabolism","GMPS"
3719,"PANCAN","Glutamate Metabolism","NADSYN1"
3720,"PANCAN","Glutamate Metabolism","ALDH4A1"
3721,"PANCAN","Glutamate Metabolism","GPT"
3722,"PANCAN","Glutamate Metabolism","GLUD1"
3723,"PANCAN","Glutamate Metabolism","GOT2"
3724,"PANCAN","Glutamate Metabolism","EARS2"
3725,"PANCAN","Glutamate Metabolism","GCLC"
3726,"PANCAN","Glutamate Metabolism","GCLM"
3727,"PANCAN","Glutamate Metabolism","GSS"
3728,"PANCAN","Glutamate Metabolism","GSR"
3729,"PANCAN","Glutamate Metabolism","GAD1"
3730,"PANCAN","Glutamate Metabolism","ABAT"
3731,"PANCAN","Glutamate Metabolism","ALDH5A1"
3732,"PANCAN","Glutamate Metabolism","QARS"
3733,"PANCAN","Warburg Effect","SLC2A2"
3734,"PANCAN","Warburg Effect","HK2"
3735,"PANCAN","Warburg Effect","GPI"
3736,"PANCAN","Warburg Effect","PFKL"
3737,"PANCAN","Warburg Effect","ALDOB"
3738,"PANCAN","Warburg Effect","GAPDH"
3739,"PANCAN","Warburg Effect","PGK1"
3740,"PANCAN","Warburg Effect","PGAM2"
3741,"PANCAN","Warburg Effect","ENO1"
3742,"PANCAN","Warburg Effect","PKLR"
3743,"PANCAN","Warburg Effect","MPC1"
3744,"PANCAN","Warburg Effect","PC"
3745,"PANCAN","Warburg Effect","PDHA1"
3746,"PANCAN","Warburg Effect","PDHB"
3747,"PANCAN","Warburg Effect","DLAT"
3748,"PANCAN","Warburg Effect","DLD"
3749,"PANCAN","Warburg Effect","CS"
3750,"PANCAN","Warburg Effect","LDHAL6A"
3751,"PANCAN","Warburg Effect","SLC16A1"
3752,"PANCAN","Warburg Effect","ACO2"
3753,"PANCAN","Warburg Effect","IDH3A"
3754,"PANCAN","Warburg Effect","IDH3B"
3755,"PANCAN","Warburg Effect","IDH3G"
3756,"PANCAN","Warburg Effect","OGDH"
3757,"PANCAN","Warburg Effect","DLST"
3758,"PANCAN","Warburg Effect","SUCLG1"
3759,"PANCAN","Warburg Effect","SUCLG2"
3760,"PANCAN","Warburg Effect","SDHA"
3761,"PANCAN","Warburg Effect","SDHB"
3762,"PANCAN","Warburg Effect","SDHC"
3763,"PANCAN","Warburg Effect","SDHD"
3764,"PANCAN","Warburg Effect","FH"
3765,"PANCAN","Warburg Effect","MDH1"
3766,"PANCAN","Warburg Effect","GLUD1"
3767,"PANCAN","Warburg Effect","GLS2"
3768,"PANCAN","Warburg Effect","SLC1A5"
3769,"PANCAN","Warburg Effect","TALDO1"
3770,"PANCAN","Warburg Effect","TKT"
3771,"PANCAN","Warburg Effect","RPIA"
3772,"PANCAN","Warburg Effect","PGLS"
3773,"PANCAN","Warburg Effect","G6PD"
3774,"PANCAN","Warburg Effect","PGD"
3775,"PANCAN","Warburg Effect",""
3776,"PANCAN","Warburg Effect","ACO1"
3777,"PANCAN","Warburg Effect","IDH1"
3778,"PANCAN","Warburg Effect","PKM"
3779,"PANCAN","Inositol Metabolism","ISYNA1"
3780,"PANCAN","Inositol Metabolism","IPMK"
3781,"PANCAN","Inositol Metabolism","ITPK1"
3782,"PANCAN","Inositol Metabolism","IPPK"
3783,"PANCAN","Inositol Metabolism","MINPP1"
3784,"PANCAN","Inositol Metabolism","ITPKA"
3785,"PANCAN","Inositol Metabolism","INPP5J"
3786,"PANCAN","Inositol Metabolism","INPP1"
3787,"PANCAN","Inositol Metabolism","IMPA1"
3788,"PANCAN","Inositol Metabolism","MIOX"
3789,"PANCAN","Inositol Metabolism","INPP4A"
3790,"PANCAN","Inositol Metabolism","PLCD3"
3791,"PANCAN","Inositol Metabolism","PIKFYVE"
3792,"PANCAN","Inositol Metabolism","FIG4"
3793,"PANCAN","Inositol Metabolism","VAC14"
3794,"PANCAN","Inositol Metabolism","PI4KA"
3795,"PANCAN","Inositol Metabolism","PIK3C3"
3796,"PANCAN","Inositol Metabolism","PIK3R4"
3797,"PANCAN","Inositol Metabolism",""
3798,"PANCAN","Inositol Metabolism","AMBRA1"
3799,"PANCAN","Inositol Metabolism","PIK3CA"
3800,"PANCAN","Inositol Metabolism","PTPMT1"
3801,"PANCAN","Mitochondrial Electron Transport Chain","SLC37A4"
3802,"PANCAN","Mitochondrial Electron Transport Chain","SLC25A4"
3803,"PANCAN","Mitochondrial Electron Transport Chain","ATP5G2"
3804,"PANCAN","Mitochondrial Electron Transport Chain","ATP5A1"
3805,"PANCAN","Mitochondrial Electron Transport Chain","ATP5E"
3806,"PANCAN","Mitochondrial Electron Transport Chain","ATP5B"
3807,"PANCAN","Mitochondrial Electron Transport Chain","ATP5F1"
3808,"PANCAN","Mitochondrial Electron Transport Chain","ATP5D"
3809,"PANCAN","Mitochondrial Electron Transport Chain","ATP5C1"
3810,"PANCAN","Mitochondrial Electron Transport Chain","MT-ATP6"
3811,"PANCAN","Mitochondrial Electron Transport Chain","GPD2"
3812,"PANCAN","Mitochondrial Electron Transport Chain","NDUFA1"
3813,"PANCAN","Mitochondrial Electron Transport Chain","SDHA"
3814,"PANCAN","Mitochondrial Electron Transport Chain","SDHB"
3815,"PANCAN","Mitochondrial Electron Transport Chain","SDHC"
3816,"PANCAN","Mitochondrial Electron Transport Chain","SDHD"
3817,"PANCAN","Mitochondrial Electron Transport Chain","CYCS"
3818,"PANCAN","Mitochondrial Electron Transport Chain","UQCRC1"
3819,"PANCAN","Mitochondrial Electron Transport Chain","MT-CO1"
3820,"PANCAN","Mitochondrial Electron Transport Chain","GPD1"
3821,"PANCAN","Mitochondrial Electron Transport Chain","GAPDH"
3822,"PCPG","Mitochondrial Electron Transport Chain","SLC37A4"
3823,"PCPG","Mitochondrial Electron Transport Chain","SLC25A4"
3824,"PCPG","Mitochondrial Electron Transport Chain","ATP5G2"
3825,"PCPG","Mitochondrial Electron Transport Chain","ATP5A1"
3826,"PCPG","Mitochondrial Electron Transport Chain","ATP5E"
3827,"PCPG","Mitochondrial Electron Transport Chain","ATP5B"
3828,"PCPG","Mitochondrial Electron Transport Chain","ATP5F1"
3829,"PCPG","Mitochondrial Electron Transport Chain","ATP5D"
3830,"PCPG","Mitochondrial Electron Transport Chain","ATP5C1"
3831,"PCPG","Mitochondrial Electron Transport Chain","MT-ATP6"
3832,"PCPG","Mitochondrial Electron Transport Chain","GPD2"
3833,"PCPG","Mitochondrial Electron Transport Chain","NDUFA1"
3834,"PCPG","Mitochondrial Electron Transport Chain","SDHA"
3835,"PCPG","Mitochondrial Electron Transport Chain","SDHB"
3836,"PCPG","Mitochondrial Electron Transport Chain","SDHC"
3837,"PCPG","Mitochondrial Electron Transport Chain","SDHD"
3838,"PCPG","Mitochondrial Electron Transport Chain","CYCS"
3839,"PCPG","Mitochondrial Electron Transport Chain","UQCRC1"
3840,"PCPG","Mitochondrial Electron Transport Chain","MT-CO1"
3841,"PCPG","Mitochondrial Electron Transport Chain","GPD1"
3842,"PCPG","Mitochondrial Electron Transport Chain","GAPDH"
3843,"PRAD","Retinol Metabolism","ADH1A"
3844,"PRAD","Retinol Metabolism","RDH12"
3845,"PRAD","Retinol Metabolism","DHRS4"
