"Gene","Cancer_type","Pathway","new"
"KMT2D","LUAD","methylation","KMT2D LUAD"
"KMT2D","DLBC","methylation","KMT2D DLBC"
"KMT2D","NBL","methylation","KMT2D NBL"
"KMT2D","STAD","methylation","KMT2D STAD"
"KMT2D","PAAD","methylation","KMT2D PAAD"
"KMT2D","KICH","methylation","KMT2D KICH"
"KMT2D","PANCAN","methylation","KMT2D PANCAN"
"KMT2D","READ","methylation","KMT2D READ"
"KMT2D","SARC","methylation","KMT2D SARC"
"KMT2D","ESCA","methylation","KMT2D ESCA"
"KMT2D","COAD","methylation","KMT2D COAD"
"KMT2D","BLCA","methylation","KMT2D BLCA"
"KMT2D","LUSC","methylation","KMT2D LUSC"
"KMT2D","LAML","methylation","KMT2D LAML"
"KMT2D","WT","methylation","KMT2D WT"
"KMT2D","SKCM","methylation","KMT2D SKCM"
"KMT2D","KIRP","methylation","KMT2D KIRP"
"KMT2D","GBM","methylation","KMT2D GBM"
"KMT2D","OS","methylation","KMT2D OS"
"KMT2D","UVM","methylation","KMT2D UVM"
"KMT2D","PRAD","methylation","KMT2D PRAD"
"KMT2D","KIRC","methylation","KMT2D KIRC"
"KMT2D","OV","methylation","KMT2D OV"
"KMT2D","UCEC","methylation","KMT2D UCEC"
"KMT2D","CESC","methylation","KMT2D CESC"
"KMT2D","CHOL","methylation","KMT2D CHOL"
"KMT2D","CGCI-BLGSP","methylation","KMT2D CGCI-BLGSP"
"KMT2D","BRCA","methylation","KMT2D BRCA"
"KRAS","ESCA","gene expression","KRAS ESCA"
"KRAS","BCC","gene expression","KRAS BCC"
"KRAS","PAAD","gene expression","KRAS PAAD"
"KRAS","PANCAN","gene expression","KRAS PANCAN"
"KRAS","THCA","gene expression","KRAS THCA"
"KRAS","STAD","gene expression","KRAS STAD"
"KRAS","LUAD","gene expression","KRAS LUAD"
"KRAS","THYM","gene expression","KRAS THYM"
"KRAS","LUSC","gene expression","KRAS LUSC"
"KRAS","UCEC","gene expression","KRAS UCEC"
"KRAS","CESC","gene expression","KRAS CESC"
"KRAS","COAD","gene expression","KRAS COAD"
"KRAS","LIHC","gene expression","KRAS LIHC"
"KRAS","OV","gene expression","KRAS OV"
"KRAS","DLBC","gene expression","KRAS DLBC"
"KRAS","CHOL","gene expression","KRAS CHOL"
"KRAS","BRCA","gene expression","KRAS BRCA"
"KRAS","KIRP","gene expression","KRAS KIRP"
"KRAS","READ","gene expression","KRAS READ"
"KRAS","UCS","gene expression","KRAS UCS"
"KRAS","BLCA","gene expression","KRAS BLCA"
"KRAS","SKCM","gene expression","KRAS SKCM"
"KRAS","WT","gene expression","KRAS WT"
"KRAS","LAML","gene expression","KRAS LAML"
"KRAS","MESO","gene expression","KRAS MESO"
"KSR1","PRAD","phosphorylation","KSR1 PRAD"
"KSR1","KICH","phosphorylation","KSR1 KICH"
"KSR1","KIRC","phosphorylation","KSR1 KIRC"
"KSR1","LUAD","phosphorylation","KSR1 LUAD"
"KSR1","KIRP","phosphorylation","KSR1 KIRP"
"LATS1","MESO","peptidyl-serine phosphorylation","LATS1 MESO"
"LATS1","LUSC","peptidyl-serine phosphorylation","LATS1 LUSC"
"LATS1","STAD","peptidyl-serine phosphorylation","LATS1 STAD"
"LATS1","OV","peptidyl-serine phosphorylation","LATS1 OV"
"LATS1","ESCA","peptidyl-serine phosphorylation","LATS1 ESCA"
"LATS1","HNSC","peptidyl-serine phosphorylation","LATS1 HNSC"
"LATS1","CESC","peptidyl-serine phosphorylation","LATS1 CESC"
"LATS1","THYM","peptidyl-serine phosphorylation","LATS1 THYM"
"LATS1","UCEC","peptidyl-serine phosphorylation","LATS1 UCEC"
"LATS1","LUAD","peptidyl-serine phosphorylation","LATS1 LUAD"
"LATS1","READ","peptidyl-serine phosphorylation","LATS1 READ"
"LATS1","COAD","peptidyl-serine phosphorylation","LATS1 COAD"
"LATS1","PAAD","peptidyl-serine phosphorylation","LATS1 PAAD"
"LATS1","SKCM","peptidyl-serine phosphorylation","LATS1 SKCM"
"LATS1","KIRP","peptidyl-serine phosphorylation","LATS1 KIRP"
"LATS1","LIHC","peptidyl-serine phosphorylation","LATS1 LIHC"
"LATS1","UCS","peptidyl-serine phosphorylation","LATS1 UCS"
"LATS1","SARC","peptidyl-serine phosphorylation","LATS1 SARC"
"LATS1","PANCAN","peptidyl-serine phosphorylation","LATS1 PANCAN"
"LATS1","BLCA","peptidyl-serine phosphorylation","LATS1 BLCA"
"LATS2","UVM","protein phosphorylation","LATS2 UVM"
"LATS2","UCS","protein phosphorylation","LATS2 UCS"
"LATS2","COAD","protein phosphorylation","LATS2 COAD"
"LATS2","BLCA","protein phosphorylation","LATS2 BLCA"
"LATS2","MESO","protein phosphorylation","LATS2 MESO"
"LATS2","WT","protein phosphorylation","LATS2 WT"
"LATS2","KIRC","protein phosphorylation","LATS2 KIRC"
"LATS2","SARC","protein phosphorylation","LATS2 SARC"
"LATS2","DLBC","protein phosphorylation","LATS2 DLBC"
"LATS2","ESCA","protein phosphorylation","LATS2 ESCA"
"LATS2","PANCAN","protein phosphorylation","LATS2 PANCAN"
"LATS2","LGG","protein phosphorylation","LATS2 LGG"
"LATS2","READ","protein phosphorylation","LATS2 READ"
"LATS2","CESC","protein phosphorylation","LATS2 CESC"
"LATS2","PAAD","protein phosphorylation","LATS2 PAAD"
"LATS2","UCEC","protein phosphorylation","LATS2 UCEC"
"LATS2","NBL","protein phosphorylation","LATS2 NBL"
"LATS2","LUAD","protein phosphorylation","LATS2 LUAD"
"LATS2","KICH","protein phosphorylation","LATS2 KICH"
"LATS2","HNSC","protein phosphorylation","LATS2 HNSC"
"LATS2","STAD","protein phosphorylation","LATS2 STAD"
"LATS2","CHOL","protein phosphorylation","LATS2 CHOL"
"LATS2","SKCM","protein phosphorylation","LATS2 SKCM"
"LCK","SARC","protein phosphorylation","LCK SARC"
"LCK","LIHC","protein phosphorylation","LCK LIHC"
"LCK","UCEC","protein phosphorylation","LCK UCEC"
"LCK","CESC","protein phosphorylation","LCK CESC"
"LCK","PANCAN","protein phosphorylation","LCK PANCAN"
"LCK","SKCM","protein phosphorylation","LCK SKCM"
"LCK","BLCA","protein phosphorylation","LCK BLCA"
"LCK","LUAD","protein phosphorylation","LCK LUAD"
"LCK","COAD","protein phosphorylation","LCK COAD"
"LCK","READ","protein phosphorylation","LCK READ"
"LCK","LUSC","protein phosphorylation","LCK LUSC"
"LCK","STAD","protein phosphorylation","LCK STAD"
"LCK","BRCA","protein phosphorylation","LCK BRCA"
"LCK","KIRC","protein phosphorylation","LCK KIRC"
"LCN1","UCEC","proteolysis","LCN1 UCEC"
"LCN1","PAAD","proteolysis","LCN1 PAAD"
"LCN1","KIRP","proteolysis","LCN1 KIRP"
"LCN1","STAD","proteolysis","LCN1 STAD"
"LCN1","LUAD","proteolysis","LCN1 LUAD"
"LCN1","HNSC","proteolysis","LCN1 HNSC"
"LCN1","KICH","proteolysis","LCN1 KICH"
"LCN1","LIHC","proteolysis","LCN1 LIHC"
"LCN1","KIRC","proteolysis","LCN1 KIRC"
"LCN1","BLCA","proteolysis","LCN1 BLCA"
"LCN1","BRCA","proteolysis","LCN1 BRCA"
"LCN1","PRAD","proteolysis","LCN1 PRAD"
"LCN1","LUSC","proteolysis","LCN1 LUSC"
"LCN1","CESC","proteolysis","LCN1 CESC"
"LCN1","COAD","proteolysis","LCN1 COAD"
"LCN1","THCA","proteolysis","LCN1 THCA"
"LDHB","PRAD","NAD metabolic process","LDHB PRAD"
"LDHB","STAD","NAD metabolic process","LDHB STAD"
"LEF1","BRCA","transcription by RNA polymerase II","LEF1 BRCA"
"LEF1","LIHC","transcription by RNA polymerase II","LEF1 LIHC"
"LEF1","PRAD","transcription by RNA polymerase II","LEF1 PRAD"
"LEF1","SKCM","transcription by RNA polymerase II","LEF1 SKCM"
"LEF1","LAML","transcription by RNA polymerase II","LEF1 LAML"
"LEF1","OV","transcription by RNA polymerase II","LEF1 OV"
"LEF1","SARC","transcription by RNA polymerase II","LEF1 SARC"
"LEF1","COAD","transcription by RNA polymerase II","LEF1 COAD"
"LEF1","UCEC","transcription by RNA polymerase II","LEF1 UCEC"
"LEF1","THCA","transcription by RNA polymerase II","LEF1 THCA"
"LEF1","CHOL","transcription by RNA polymerase II","LEF1 CHOL"
"LEF1","KICH","transcription by RNA polymerase II","LEF1 KICH"
"LEF1","LUSC","transcription by RNA polymerase II","LEF1 LUSC"
"LEF1","LUAD","transcription by RNA polymerase II","LEF1 LUAD"
"LEF1","STAD","transcription by RNA polymerase II","LEF1 STAD"
"LEF1","DLBC","transcription by RNA polymerase II","LEF1 DLBC"
"LHX1","KIRP","transcription by RNA polymerase II","LHX1 KIRP"
"LHX1","HNSC","transcription by RNA polymerase II","LHX1 HNSC"
"LHX1","PRAD","transcription by RNA polymerase II","LHX1 PRAD"
"LHX1","KICH","transcription by RNA polymerase II","LHX1 KICH"
"LHX1","LUAD","transcription by RNA polymerase II","LHX1 LUAD"
"LHX1","ESCA","transcription by RNA polymerase II","LHX1 ESCA"
"LHX1","KIRC","transcription by RNA polymerase II","LHX1 KIRC"
"LHX1","BRCA","transcription by RNA polymerase II","LHX1 BRCA"
"LIMK1","BLCA","protein phosphorylation","LIMK1 BLCA"
"LRIG2","BLCA","membrane protein ectodomain proteolysis","LRIG2 BLCA"
"LRP1","KIRP","amyloid-beta clearance by cellular catabolic process","LRP1 KIRP"
"LRP1","BLCA","amyloid-beta clearance by cellular catabolic process","LRP1 BLCA"
"LRRK1","HNSC","protein phosphorylation","LRRK1 HNSC"
"LRRK2","KIRP","protein phosphorylation","LRRK2 KIRP"
"LRRK2","LIHC","protein phosphorylation","LRRK2 LIHC"
"LRRK2","BRCA","protein phosphorylation","LRRK2 BRCA"
"LRRK2","KIRC","protein phosphorylation","LRRK2 KIRC"
"LTBP4","BLCA","protein folding","LTBP4 BLCA"
"LTBP4","BRCA","protein folding","LTBP4 BRCA"
"LYN","HNSC","peptidyl-tyrosine phosphorylation","LYN HNSC"
"LZTR1","SKCM","protein ubiquitination","LZTR1 SKCM"
"LZTR1","THYM","protein ubiquitination","LZTR1 THYM"
"LZTR1","ESCA","protein ubiquitination","LZTR1 ESCA"
"LZTR1","BLCA","protein ubiquitination","LZTR1 BLCA"
"LZTR1","PANCAN","protein ubiquitination","LZTR1 PANCAN"
"LZTR1","CESC","protein ubiquitination","LZTR1 CESC"
"LZTR1","GBM","protein ubiquitination","LZTR1 GBM"
"LZTR1","STAD","protein ubiquitination","LZTR1 STAD"
"LZTR1","READ","protein ubiquitination","LZTR1 READ"
"LZTR1","UCEC","protein ubiquitination","LZTR1 UCEC"
"LZTR1","LUSC","protein ubiquitination","LZTR1 LUSC"
"LZTR1","LUAD","protein ubiquitination","LZTR1 LUAD"
"LZTR1","KIRP","protein ubiquitination","LZTR1 KIRP"
"LZTR1","UCS","protein ubiquitination","LZTR1 UCS"
"LZTR1","SARC","protein ubiquitination","LZTR1 SARC"
"LZTR1","COAD","protein ubiquitination","LZTR1 COAD"
"MACROD1","LIHC","protein de-ADP-ribosylation","MACROD1 LIHC"
"MAF","MESO","transcription by RNA polymerase II","MAF MESO"
"MAF","KIRC","transcription by RNA polymerase II","MAF KIRC"
"MAF","READ","transcription by RNA polymerase II","MAF READ"
"MAF","DLBC","transcription by RNA polymerase II","MAF DLBC"
"MAF","COAD","transcription by RNA polymerase II","MAF COAD"
"MAF","UCEC","transcription by RNA polymerase II","MAF UCEC"
"MAF","STAD","transcription by RNA polymerase II","MAF STAD"
"MAF","KIRP","transcription by RNA polymerase II","MAF KIRP"
"MAFB","THCA","protein processing","MAFB THCA"
"MAFB","STAD","protein processing","MAFB STAD"
"MAFB","UCEC","protein processing","MAFB UCEC"
"MAFB","KIRC","protein processing","MAFB KIRC"
"MAFB","BLCA","protein processing","MAFB BLCA"
"MALT1","BLCA","proteolysis involved in protein catabolic process","MALT1 BLCA"
"MALT1","LIHC","proteolysis involved in protein catabolic process","MALT1 LIHC"
"MALT1","READ","proteolysis involved in protein catabolic process","MALT1 READ"
"MALT1","LUAD","proteolysis involved in protein catabolic process","MALT1 LUAD"
"MALT1","OS","proteolysis involved in protein catabolic process","MALT1 OS"
"MALT1","LUSC","proteolysis involved in protein catabolic process","MALT1 LUSC"
"MALT1","SKCM","proteolysis involved in protein catabolic process","MALT1 SKCM"
"MALT1","UCEC","proteolysis involved in protein catabolic process","MALT1 UCEC"
"MALT1","COAD","proteolysis involved in protein catabolic process","MALT1 COAD"
"MAML1","BRCA","protein phosphorylation","MAML1 BRCA"
"MAML1","KICH","protein phosphorylation","MAML1 KICH"
"MAP2K1","PANCAN","cellular senescence","MAP2K1 PANCAN"
"MAP2K1","CESC","cellular senescence","MAP2K1 CESC"
"MAP2K1","COAD","cellular senescence","MAP2K1 COAD"
"MAP2K1","SKCM","cellular senescence","MAP2K1 SKCM"
"MAP2K1","UCEC","cellular senescence","MAP2K1 UCEC"
"MAP2K1","LUSC","cellular senescence","MAP2K1 LUSC"
"MAP2K1","READ","cellular senescence","MAP2K1 READ"
"MAP2K1","THYM","cellular senescence","MAP2K1 THYM"
"MAP2K1","STAD","cellular senescence","MAP2K1 STAD"
"MAP2K1","LUAD","cellular senescence","MAP2K1 LUAD"
"MAP2K1","ESCA","cellular senescence","MAP2K1 ESCA"
"MAP2K1","DLBC","cellular senescence","MAP2K1 DLBC"
"MAP2K1","CHOL","cellular senescence","MAP2K1 CHOL"
"MAP2K2","BLCA","peptidyl-serine autophosphorylation","MAP2K2 BLCA"
"MAP2K2","UCEC","peptidyl-serine autophosphorylation","MAP2K2 UCEC"
"MAP2K2","HNSC","peptidyl-serine autophosphorylation","MAP2K2 HNSC"
"MAP2K2","STAD","peptidyl-serine autophosphorylation","MAP2K2 STAD"
"MAP2K2","SKCM","peptidyl-serine autophosphorylation","MAP2K2 SKCM"
"MAP2K2","COAD","peptidyl-serine autophosphorylation","MAP2K2 COAD"
"MAP2K2","SARC","peptidyl-serine autophosphorylation","MAP2K2 SARC"
"MAP2K2","THYM","peptidyl-serine autophosphorylation","MAP2K2 THYM"
"MAP2K2","MESO","peptidyl-serine autophosphorylation","MAP2K2 MESO"
"MAP2K4","UCS","phosphorylation","MAP2K4 UCS"
"MAP2K4","LUSC","phosphorylation","MAP2K4 LUSC"
"MAP2K4","PANCAN","phosphorylation","MAP2K4 PANCAN"
"MAP2K4","COAD","phosphorylation","MAP2K4 COAD"
"MAP2K4","LUAD","phosphorylation","MAP2K4 LUAD"
"MAP2K4","PRAD","phosphorylation","MAP2K4 PRAD"
"MAP2K4","STAD","phosphorylation","MAP2K4 STAD"
"MAP2K4","ESCA","phosphorylation","MAP2K4 ESCA"
"MAP2K4","UCEC","phosphorylation","MAP2K4 UCEC"
"MAP2K4","BRCA","phosphorylation","MAP2K4 BRCA"
"MAP2K4","PAAD","phosphorylation","MAP2K4 PAAD"
"MAP2K4","READ","phosphorylation","MAP2K4 READ"
"MAP2K4","SKCM","phosphorylation","MAP2K4 SKCM"
"MAP2K4","KIRP","phosphorylation","MAP2K4 KIRP"
"MAP2K4","LIHC","phosphorylation","MAP2K4 LIHC"
"MAP2K4","CHOL","phosphorylation","MAP2K4 CHOL"
"MAP3K1","STAD","protein phosphorylation","MAP3K1 STAD"
"MAP3K1","THYM","protein phosphorylation","MAP3K1 THYM"
"MAP3K1","LUSC","protein phosphorylation","MAP3K1 LUSC"
"MAP3K1","OS","protein phosphorylation","MAP3K1 OS"
"MAP3K1","OV","protein phosphorylation","MAP3K1 OV"
"MAP3K1","SKCM","protein phosphorylation","MAP3K1 SKCM"
"MAP3K1","HNSC","protein phosphorylation","MAP3K1 HNSC"
"MAP3K1","UCS","protein phosphorylation","MAP3K1 UCS"
"MAP3K1","CESC","protein phosphorylation","MAP3K1 CESC"
"MAP3K1","LIHC","protein phosphorylation","MAP3K1 LIHC"
"MAP3K1","LUAD","protein phosphorylation","MAP3K1 LUAD"
"MAP3K1","COAD","protein phosphorylation","MAP3K1 COAD"
"MAP3K1","PANCAN","protein phosphorylation","MAP3K1 PANCAN"
"MAP3K1","ESCA","protein phosphorylation","MAP3K1 ESCA"
"MAP3K1","BRCA","protein phosphorylation","MAP3K1 BRCA"
"MAP3K1","UCEC","protein phosphorylation","MAP3K1 UCEC"
"MAP3K1","KIRP","protein phosphorylation","MAP3K1 KIRP"
"MAP3K1","GBM","protein phosphorylation","MAP3K1 GBM"
"MAP3K1","BLCA","protein phosphorylation","MAP3K1 BLCA"
"MAP3K1","KIRC","protein phosphorylation","MAP3K1 KIRC"
"MAP3K1","CHOL","protein phosphorylation","MAP3K1 CHOL"
"MAP3K1","READ","protein phosphorylation","MAP3K1 READ"
"MAP3K13","OS","peptidyl-serine phosphorylation","MAP3K13 OS"
"MAP3K13","CESC","peptidyl-serine phosphorylation","MAP3K13 CESC"
"MAP3K13","COAD","peptidyl-serine phosphorylation","MAP3K13 COAD"
"MAP3K13","READ","peptidyl-serine phosphorylation","MAP3K13 READ"
"MAP3K13","STAD","peptidyl-serine phosphorylation","MAP3K13 STAD"
"MAP3K13","HNSC","peptidyl-serine phosphorylation","MAP3K13 HNSC"
"MAP3K13","LUSC","peptidyl-serine phosphorylation","MAP3K13 LUSC"
"MAP3K13","SKCM","peptidyl-serine phosphorylation","MAP3K13 SKCM"
"MAP3K13","BRCA","peptidyl-serine phosphorylation","MAP3K13 BRCA"
"MAP3K13","LUAD","peptidyl-serine phosphorylation","MAP3K13 LUAD"
"MAP3K13","THYM","peptidyl-serine phosphorylation","MAP3K13 THYM"
"MAP3K13","PANCAN","peptidyl-serine phosphorylation","MAP3K13 PANCAN"
"MAP3K13","UCEC","peptidyl-serine phosphorylation","MAP3K13 UCEC"
"MAP3K13","BLCA","peptidyl-serine phosphorylation","MAP3K13 BLCA"
"MAP3K4","KIRC","phosphorylation","MAP3K4 KIRC"
"MAP3K4","LIHC","phosphorylation","MAP3K4 LIHC"
"MAP3K4","COAD","phosphorylation","MAP3K4 COAD"
"MAP3K4","LUAD","phosphorylation","MAP3K4 LUAD"
"MAP3K5","COAD","protein phosphorylation","MAP3K5 COAD"
"MAP3K5","BRCA","protein phosphorylation","MAP3K5 BRCA"
"MAP3K8","HNSC","protein phosphorylation","MAP3K8 HNSC"
"MAP3K8","BLCA","protein phosphorylation","MAP3K8 BLCA"
"MAP3K8","BRCA","protein phosphorylation","MAP3K8 BRCA"
"MAP4K3","BLCA","protein phosphorylation","MAP4K3 BLCA"
"MAPK1","UCEC","peptidyl-serine phosphorylation","MAPK1 UCEC"
"MAPK1","HNSC","peptidyl-serine phosphorylation","MAPK1 HNSC"
"MAPK1","STAD","peptidyl-serine phosphorylation","MAPK1 STAD"
"MAPK1","SKCM","peptidyl-serine phosphorylation","MAPK1 SKCM"
"MAPK1","CESC","peptidyl-serine phosphorylation","MAPK1 CESC"
"MAPK1","UCES","peptidyl-serine phosphorylation","MAPK1 UCES"
"MAPK1","LUSC","peptidyl-serine phosphorylation","MAPK1 LUSC"
"MARK2","BLCA","peptidyl-threonine phosphorylation","MARK2 BLCA"
"MAST3","COAD","peptidyl-serine phosphorylation","MAST3 COAD"
"MAST3","UCEC","peptidyl-serine phosphorylation","MAST3 UCEC"
"MDM2","LUAD","protein sumoylation","MDM2 LUAD"
"MDM2","BLCA","protein sumoylation","MDM2 BLCA"
"MDM2","PAAD","protein sumoylation","MDM2 PAAD"
"MDM2","COAD","protein sumoylation","MDM2 COAD"
"MDM2","UCEC","protein sumoylation","MDM2 UCEC"
"MDM2","READ","protein sumoylation","MDM2 READ"
"MDM2","STAD","protein sumoylation","MDM2 STAD"
"MDM2","ESCA","protein sumoylation","MDM2 ESCA"
"MDM2","SARC","protein sumoylation","MDM2 SARC"
"MDM4","STAD","protein ubiquitination","MDM4 STAD"
"MDM4","CHOL","protein ubiquitination","MDM4 CHOL"
"MDM4","COAD","protein ubiquitination","MDM4 COAD"
"MDM4","UCS","protein ubiquitination","MDM4 UCS"
"MDM4","READ","protein ubiquitination","MDM4 READ"
"MDM4","LUAD","protein ubiquitination","MDM4 LUAD"
"MDM4","UCEC","protein ubiquitination","MDM4 UCEC"
"MECOM","SKCM","methylation","MECOM SKCM"
"MECOM","NBL","methylation","MECOM NBL"
"MECOM","BLCA","methylation","MECOM BLCA"
"MECOM","GBM","methylation","MECOM GBM"
"MECOM","KIRP","methylation","MECOM KIRP"
"MECOM","THYM","methylation","MECOM THYM"
"MECOM","UCEC","methylation","MECOM UCEC"
"MECOM","KIRC","methylation","MECOM KIRC"
"MECOM","LUSC","methylation","MECOM LUSC"
"MECOM","LGG","methylation","MECOM LGG"
"MECOM","READ","methylation","MECOM READ"
"MECOM","STAD","methylation","MECOM STAD"
"MECOM","HNSC","methylation","MECOM HNSC"
"MECOM","MESO","methylation","MECOM MESO"
"MECOM","CESC","methylation","MECOM CESC"
"MECOM","KICH","methylation","MECOM KICH"
"MECOM","LUAD","methylation","MECOM LUAD"
"MECOM","ESCA","methylation","MECOM ESCA"
"MECOM","PAAD","methylation","MECOM PAAD"
"MECOM","SARC","methylation","MECOM SARC"
"MECOM","PANCAN","methylation","MECOM PANCAN"
"MECOM","PRAD","methylation","MECOM PRAD"
"MECOM","LIHC","methylation","MECOM LIHC"
"MECOM","BRCA","methylation","MECOM BRCA"
"MECOM","COAD","methylation","MECOM COAD"
"MED12","LGG","protein ubiquitination","MED12 LGG"
"MED12","COAD","protein ubiquitination","MED12 COAD"
"MED12","KIRC","protein ubiquitination","MED12 KIRC"
"MED12","MESO","protein ubiquitination","MED12 MESO"
"MED12","GBM","protein ubiquitination","MED12 GBM"
"MED12","SKCM","protein ubiquitination","MED12 SKCM"
"MED12","OV","protein ubiquitination","MED12 OV"
"MED12","CESC","protein ubiquitination","MED12 CESC"
"MED12","LUSC","protein ubiquitination","MED12 LUSC"
"MED12","WT","protein ubiquitination","MED12 WT"
"MED12","LAML","protein ubiquitination","MED12 LAML"
"MED12","THCA","protein ubiquitination","MED12 THCA"
"MED12","ESCA","protein ubiquitination","MED12 ESCA"
"MED12","PANCAN","protein ubiquitination","MED12 PANCAN"
"MED12","HNSC","protein ubiquitination","MED12 HNSC"
"MED12","SARC","protein ubiquitination","MED12 SARC"
"MED12","CHOL","protein ubiquitination","MED12 CHOL"
"MED12","UVM","protein ubiquitination","MED12 UVM"
"MED12","BLCA","protein ubiquitination","MED12 BLCA"
"MED12","STAD","protein ubiquitination","MED12 STAD"
"MED12","UCS","protein ubiquitination","MED12 UCS"
"MED12","PRAD","protein ubiquitination","MED12 PRAD"
"MED12","UCEC","protein ubiquitination","MED12 UCEC"
"MED12","READ","protein ubiquitination","MED12 READ"
"MED12","DLBC","protein ubiquitination","MED12 DLBC"
"MED12","LIHC","protein ubiquitination","MED12 LIHC"
"MED12","BRCA","protein ubiquitination","MED12 BRCA"
"MED12","LUAD","protein ubiquitination","MED12 LUAD"
"MED12","KIRP","protein ubiquitination","MED12 KIRP"
"MED23","BRCA","RNA polymerase II preinitiation complex assembly","MED23 BRCA"
"MEN1","PANCAN","transcription initiation-coupled chromatin remodeling","MEN1 PANCAN"
"MEN1","PAAD","transcription initiation-coupled chromatin remodeling","MEN1 PAAD"
