"Gene","Pathway","Cancer_type","new"
"STK11","Integration of energy metabolism","SKCM","STK11 SKCM"
"STK11","Integration of energy metabolism","CHOL","STK11 CHOL"
"STK11","Integration of energy metabolism","DLBC","STK11 DLBC"
"SUZ12","Post-translational protein modification","UCEC","SUZ12 UCEC"
"SUZ12","Post-translational protein modification","SKCM","SUZ12 SKCM"
"SUZ12","Post-translational protein modification","COAD","SUZ12 COAD"
"SUZ12","Post-translational protein modification","SARC","SUZ12 SARC"
"SUZ12","Post-translational protein modification","READ","SUZ12 READ"
"SUZ12","Post-translational protein modification","LUSC","SUZ12 LUSC"
"SUZ12","Post-translational protein modification","LAML","SUZ12 LAML"
"SUZ12","Post-translational protein modification","NHL","SUZ12 NHL"
"SUZ12","Post-translational protein modification","BLCA","SUZ12 BLCA"
"SUZ12","Post-translational protein modification","PANCAN","SUZ12 PANCAN"
"SUZ12","Post-translational protein modification","KIRC","SUZ12 KIRC"
"TBL1XR1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","LAML","TBL1XR1 LAML"
"TBL1XR1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","CESC","TBL1XR1 CESC"
"TBL1XR1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","LNET","TBL1XR1 LNET"
"TBL1XR1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","SKCM","TBL1XR1 SKCM"
"TBL1XR1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","UCEC","TBL1XR1 UCEC"
"TBL1XR1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","BLCA","TBL1XR1 BLCA"
"TBL1XR1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","NHL","TBL1XR1 NHL"
"TBL1XR1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","DLBC","TBL1XR1 DLBC"
"TBL1XR1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","BRCA","TBL1XR1 BRCA"
"TBL1XR1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","STAD","TBL1XR1 STAD"
"TBL1XR1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","COAD","TBL1XR1 COAD"
"TBL1XR1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","ESCA","TBL1XR1 ESCA"
"TBL1XR1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","CHOL","TBL1XR1 CHOL"
"TBL1XR1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","PANCAN","TBL1XR1 PANCAN"
"TBL1XR1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","UCS","TBL1XR1 UCS"
"TBL1XR1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","LUSC","TBL1XR1 LUSC"
"TBL1XR1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","LUAD","TBL1XR1 LUAD"
"TBL1XR1","Regulation of cholesterol biosynthesis by SREBP (SREBF)","CGCI-BLGSP","TBL1XR1 CGCI-BLGSP"
"TCF7L2","Incretin synthesis, secretion, and inactivation","SKCM","TCF7L2 SKCM"
"TCF7L2","Incretin synthesis, secretion, and inactivation","UCS","TCF7L2 UCS"
"TCF7L2","Incretin synthesis, secretion, and inactivation","COAD","TCF7L2 COAD"
"TCF7L2","Incretin synthesis, secretion, and inactivation","BLCA","TCF7L2 BLCA"
"TCF7L2","Incretin synthesis, secretion, and inactivation","CESC","TCF7L2 CESC"
"TCF7L2","Incretin synthesis, secretion, and inactivation","UCEC","TCF7L2 UCEC"
"TCF7L2","Incretin synthesis, secretion, and inactivation","LUAD","TCF7L2 LUAD"
"TCF7L2","Incretin synthesis, secretion, and inactivation","PANCAN","TCF7L2 PANCAN"
"TCF7L2","Incretin synthesis, secretion, and inactivation","READ","TCF7L2 READ"
"TCF7L2","Incretin synthesis, secretion, and inactivation","STAD","TCF7L2 STAD"
"TCF7L2","Incretin synthesis, secretion, and inactivation","ESCA","TCF7L2 ESCA"
"TCF7L2","Incretin synthesis, secretion, and inactivation","GBM","TCF7L2 GBM"
"TCF7L2","Incretin synthesis, secretion, and inactivation","CHOL","TCF7L2 CHOL"
"TCF7L2","Incretin synthesis, secretion, and inactivation","LUSC","TCF7L2 LUSC"
"TCF7L2","Incretin synthesis, secretion, and inactivation","LIHC","TCF7L2 LIHC"
"TFG","Asparagine N-linked glycosylation","COAD","TFG COAD"
"TFG","Asparagine N-linked glycosylation","DLBC","TFG DLBC"
"TFG","Asparagine N-linked glycosylation","CESC","TFG CESC"
"TFG","Asparagine N-linked glycosylation","HNSC","TFG HNSC"
"TFG","Asparagine N-linked glycosylation","BLCA","TFG BLCA"
"TFG","Asparagine N-linked glycosylation","SARC","TFG SARC"
"TFG","Asparagine N-linked glycosylation","UCEC","TFG UCEC"
"TFPT","Metabolism of proteins","UCEC","TFPT UCEC"
"TFPT","Metabolism of proteins","READ","TFPT READ"
"TFPT","Metabolism of proteins","BLCA","TFPT BLCA"
"TFPT","Metabolism of proteins","MESO","TFPT MESO"
"TGFB1","Deubiquitination","THCA","TGFB1 THCA"
"TGFBR1","Deubiquitination","BLCA","TGFBR1 BLCA"
"TGFBR1","Deubiquitination","COAD","TGFBR1 COAD"
"TGFBR1","Deubiquitination","BRCA","TGFBR1 BRCA"
"TGFBR2","Deubiquitination","CESC","TGFBR2 CESC"
"TGFBR2","Deubiquitination","BLCA","TGFBR2 BLCA"
"TGFBR2","Deubiquitination","UCEC","TGFBR2 UCEC"
"TGFBR2","Deubiquitination","PANCAN","TGFBR2 PANCAN"
"TGFBR2","Deubiquitination","LUAD","TGFBR2 LUAD"
"TGFBR2","Deubiquitination","COAD","TGFBR2 COAD"
"TGFBR2","Deubiquitination","ESCA","TGFBR2 ESCA"
"TGFBR2","Deubiquitination","CHOL","TGFBR2 CHOL"
"TGFBR2","Deubiquitination","NHL","TGFBR2 NHL"
"TGFBR2","Deubiquitination","THYM","TGFBR2 THYM"
"TGFBR2","Deubiquitination","PAAD","TGFBR2 PAAD"
"TGFBR2","Deubiquitination","STAD","TGFBR2 STAD"
"TGFBR2","Deubiquitination","SKCM","TGFBR2 SKCM"
"TGFBR2","Deubiquitination","MESO","TGFBR2 MESO"
"TGFBR2","Deubiquitination","LUSC","TGFBR2 LUSC"
"TGFBR2","Deubiquitination","HNSC","TGFBR2 HNSC"
"THBS1","Metabolism of proteins","BLCA","THBS1 BLCA"
"THBS1","Metabolism of proteins","LUAD","THBS1 LUAD"
"THRAP3","Metabolism of lipids","LUSC","THRAP3 LUSC"
"THRAP3","Metabolism of lipids","MESO","THRAP3 MESO"
"THRAP3","Metabolism of lipids","BRCA","THRAP3 BRCA"
"THRAP3","Metabolism of lipids","COAD","THRAP3 COAD"
"THRAP3","Metabolism of lipids","STAD","THRAP3 STAD"
"THRAP3","Metabolism of lipids","SKCM","THRAP3 SKCM"
"THRAP3","Metabolism of lipids","CESC","THRAP3 CESC"
"THRAP3","Metabolism of lipids","READ","THRAP3 READ"
"THRAP3","Metabolism of lipids","PANCAN","THRAP3 PANCAN"
"THRAP3","Metabolism of lipids","UCEC","THRAP3 UCEC"
"THRAP3","Metabolism of lipids","LUAD","THRAP3 LUAD"
"THRAP3","Metabolism of lipids","BLCA","THRAP3 BLCA"
"THRAP3","Metabolism of lipids","SARC","THRAP3 SARC"
"THRAP3","Metabolism of lipids","HNSC","THRAP3 HNSC"
"THRAP3","Metabolism of lipids","KIRP","THRAP3 KIRP"
"THRAP3","Metabolism of lipids","CHOL","THRAP3 CHOL"
"THRAP3","Metabolism of lipids","LAML","THRAP3 LAML"
"THRAP3","Metabolism of lipids","OV","THRAP3 OV"
"THRAP3","Metabolism of lipids","PAAD","THRAP3 PAAD"
"THSD7B","Metabolism of proteins","KIRP","THSD7B KIRP"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","UCEC","TNC UCEC"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","PAAD","TNC PAAD"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","STAD","TNC STAD"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","ESCA","TNC ESCA"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","LAML","TNC LAML"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","LUAD","TNC LUAD"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","CESC","TNC CESC"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","KIRP","TNC KIRP"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","PANCAN","TNC PANCAN"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","SARC","TNC SARC"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","GBM","TNC GBM"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","LUSC","TNC LUSC"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","SKCM","TNC SKCM"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","DLBC","TNC DLBC"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","UCS","TNC UCS"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","HNSC","TNC HNSC"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","READ","TNC READ"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","COAD","TNC COAD"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","OV","TNC OV"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","MESO","TNC MESO"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","KIRC","TNC KIRC"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","BLCA","TNC BLCA"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","NBL","TNC NBL"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","BRCA","TNC BRCA"
"TNC","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","LIHC","TNC LIHC"
"TNFAIP3","Post-translational protein modification","HNSC","TNFAIP3 HNSC"
"TNFAIP3","Post-translational protein modification","READ","TNFAIP3 READ"
"TNFAIP3","Post-translational protein modification","THYM","TNFAIP3 THYM"
"TNFAIP3","Post-translational protein modification","NKTL","TNFAIP3 NKTL"
"TNFAIP3","Post-translational protein modification","LUAD","TNFAIP3 LUAD"
"TNFAIP3","Post-translational protein modification","PANCAN","TNFAIP3 PANCAN"
"TNFAIP3","Post-translational protein modification","BLCA","TNFAIP3 BLCA"
"TNFAIP3","Post-translational protein modification","ESCA","TNFAIP3 ESCA"
"TNFAIP3","Post-translational protein modification","CGCI-BLGSP","TNFAIP3 CGCI-BLGSP"
"TNFAIP3","Post-translational protein modification","CESC","TNFAIP3 CESC"
"TNFAIP3","Post-translational protein modification","UCS","TNFAIP3 UCS"
"TNFAIP3","Post-translational protein modification","SKCM","TNFAIP3 SKCM"
"TNFAIP3","Post-translational protein modification","OV","TNFAIP3 OV"
"TNFAIP3","Post-translational protein modification","UCEC","TNFAIP3 UCEC"
"TNFAIP3","Post-translational protein modification","STAD","TNFAIP3 STAD"
"TNFAIP3","Post-translational protein modification","PAAD","TNFAIP3 PAAD"
"TNFAIP3","Post-translational protein modification","COAD","TNFAIP3 COAD"
"TNFAIP3","Post-translational protein modification","WT","TNFAIP3 WT"
"TNFAIP3","Post-translational protein modification","DLBC","TNFAIP3 DLBC"
"TNFAIP3","Post-translational protein modification","LUSC","TNFAIP3 LUSC"
"TNFAIP3","Post-translational protein modification","BRCA","TNFAIP3 BRCA"
"TOP1","SUMO E3 ligases SUMOylate target proteins","SKCM","TOP1 SKCM"
"TOP1","SUMO E3 ligases SUMOylate target proteins","ESCA","TOP1 ESCA"
"TOP1","SUMO E3 ligases SUMOylate target proteins","PANCAN","TOP1 PANCAN"
"TOP1","SUMO E3 ligases SUMOylate target proteins","LUAD","TOP1 LUAD"
"TOP1","SUMO E3 ligases SUMOylate target proteins","LAML","TOP1 LAML"
"TOP1","SUMO E3 ligases SUMOylate target proteins","STAD","TOP1 STAD"
"TOP1","SUMO E3 ligases SUMOylate target proteins","OS","TOP1 OS"
"TOP1","SUMO E3 ligases SUMOylate target proteins","LUSC","TOP1 LUSC"
"TOP1","SUMO E3 ligases SUMOylate target proteins","UCEC","TOP1 UCEC"
"TOP1","SUMO E3 ligases SUMOylate target proteins","CESC","TOP1 CESC"
"TOP1","SUMO E3 ligases SUMOylate target proteins","COAD","TOP1 COAD"
"TOP1","SUMO E3 ligases SUMOylate target proteins","READ","TOP1 READ"
"TOP1","SUMO E3 ligases SUMOylate target proteins","HNSC","TOP1 HNSC"
"TOP1","SUMO E3 ligases SUMOylate target proteins","BLCA","TOP1 BLCA"
"TOP1","SUMO E3 ligases SUMOylate target proteins","OV","TOP1 OV"
"TP53","Deubiquitination","SKCM","TP53 SKCM"
"TP53","Deubiquitination","OV","TP53 OV"
"TP53","Deubiquitination","THYM","TP53 THYM"
"TP53","Deubiquitination","LGG","TP53 LGG"
"TP53","Deubiquitination","LIHC","TP53 LIHC"
"TP53","Deubiquitination","CESC","TP53 CESC"
"TP53","Deubiquitination","KIRP","TP53 KIRP"
"TP53","Deubiquitination","PRAD","TP53 PRAD"
"TP53","Deubiquitination","READ","TP53 READ"
"TP53","Deubiquitination","ESCA","TP53 ESCA"
"TP53","Deubiquitination","LUAD","TP53 LUAD"
"TP53","Deubiquitination","UCS","TP53 UCS"
"TP53","Deubiquitination","WT","TP53 WT"
"TP53","Deubiquitination","KICH","TP53 KICH"
"TP53","Deubiquitination","DLBC","TP53 DLBC"
"TP53","Deubiquitination","KIRC","TP53 KIRC"
"TP53","Deubiquitination","MESO","TP53 MESO"
"TP53","Deubiquitination","CHOL","TP53 CHOL"
"TP53","Deubiquitination","LUSC","TP53 LUSC"
"TP53","Deubiquitination","SARC","TP53 SARC"
"TP53","Deubiquitination","STAD","TP53 STAD"
"TP53","Deubiquitination","GBM","TP53 GBM"
"TP53","Deubiquitination","CGCI-BLGSP","TP53 CGCI-BLGSP"
"TP53","Deubiquitination","HNSC","TP53 HNSC"
"TP53","Deubiquitination","BLCA","TP53 BLCA"
"TP53","Deubiquitination","UCEC","TP53 UCEC"
"TP53","Deubiquitination","LAML","TP53 LAML"
"TP53","Deubiquitination","PANCAN","TP53 PANCAN"
"TP53","Deubiquitination","BRCA","TP53 BRCA"
"TP53","Deubiquitination","PAAD","TP53 PAAD"
"TP53","Deubiquitination","OS","TP53 OS"
"TP53","Deubiquitination","COAD","TP53 COAD"
"TP53BP1","SUMOylation","KIRP","TP53BP1 KIRP"
"TP53BP1","SUMOylation","UCEC","TP53BP1 UCEC"
"TP53BP1","SUMOylation","LUAD","TP53BP1 LUAD"
"TP53BP1","SUMOylation","HNSC","TP53BP1 HNSC"
"TPR","Metabolism","CESC","TPR CESC"
"TPR","Metabolism","DLBC","TPR DLBC"
"TPR","Metabolism","UCS","TPR UCS"
"TPR","Metabolism","PANCAN","TPR PANCAN"
"TPR","Metabolism","LIHC","TPR LIHC"
"TPR","Metabolism","ESCA","TPR ESCA"
"TPR","Metabolism","COAD","TPR COAD"
"TPR","Metabolism","KICH","TPR KICH"
"TPR","Metabolism","GBM","TPR GBM"
"TPR","Metabolism","LUAD","TPR LUAD"
"TPR","Metabolism","OS","TPR OS"
"TPR","Metabolism","READ","TPR READ"
"TPR","Metabolism","STAD","TPR STAD"
"TPR","Metabolism","KIRC","TPR KIRC"
"TPR","Metabolism","BLCA","TPR BLCA"
"TPR","Metabolism","SARC","TPR SARC"
"TPR","Metabolism","HNSC","TPR HNSC"
"TPR","Metabolism","SKCM","TPR SKCM"
"TPR","Metabolism","CHOL","TPR CHOL"
"TPR","Metabolism","THYM","TPR THYM"
"TPR","Metabolism","UCEC","TPR UCEC"
"TPR","Metabolism","PRAD","TPR PRAD"
"TPR","Metabolism","BRCA","TPR BRCA"
"TPR","Metabolism","LUSC","TPR LUSC"
"TRAF2","Deubiquitination","COAD","TRAF2 COAD"
"TRAF2","Deubiquitination","BLCA","TRAF2 BLCA"
"TRAF2","Deubiquitination","LUAD","TRAF2 LUAD"
"TRAF3","Metabolism of proteins","HNSC","TRAF3 HNSC"
"TRIM27","SUMOylation of ubiquitinylation proteins","HNSC","TRIM27 HNSC"
"TRIM27","SUMOylation of ubiquitinylation proteins","READ","TRIM27 READ"
"TRIM27","SUMOylation of ubiquitinylation proteins","BLCA","TRIM27 BLCA"
"TRIM27","SUMOylation of ubiquitinylation proteins","ESCA","TRIM27 ESCA"
"TRIM27","SUMOylation of ubiquitinylation proteins","LUSC","TRIM27 LUSC"
"TRIM27","SUMOylation of ubiquitinylation proteins","COAD","TRIM27 COAD"
"TRIM27","SUMOylation of ubiquitinylation proteins","LUAD","TRIM27 LUAD"
"TRIM27","SUMOylation of ubiquitinylation proteins","STAD","TRIM27 STAD"
"TRIM27","SUMOylation of ubiquitinylation proteins","SKCM","TRIM27 SKCM"
"TRIM27","SUMOylation of ubiquitinylation proteins","UCEC","TRIM27 UCEC"
"TRRAP","Post-translational protein modification","UCEC","TRRAP UCEC"
"TRRAP","Post-translational protein modification","BRCA","TRRAP BRCA"
"TRRAP","Post-translational protein modification","PRAD","TRRAP PRAD"
"TRRAP","Post-translational protein modification","UCS","TRRAP UCS"
"TRRAP","Post-translational protein modification","BLCA","TRRAP BLCA"
"TRRAP","Post-translational protein modification","COAD","TRRAP COAD"
"TRRAP","Post-translational protein modification","THYM","TRRAP THYM"
"TRRAP","Post-translational protein modification","PANCAN","TRRAP PANCAN"
"TRRAP","Post-translational protein modification","SARC","TRRAP SARC"
"TRRAP","Post-translational protein modification","KICH","TRRAP KICH"
"TRRAP","Post-translational protein modification","CHOL","TRRAP CHOL"
"TRRAP","Post-translational protein modification","CESC","TRRAP CESC"
"TRRAP","Post-translational protein modification","ESCA","TRRAP ESCA"
"TRRAP","Post-translational protein modification","SKCM","TRRAP SKCM"
"TRRAP","Post-translational protein modification","OS","TRRAP OS"
"TRRAP","Post-translational protein modification","STAD","TRRAP STAD"
"TRRAP","Post-translational protein modification","LUSC","TRRAP LUSC"
"TRRAP","Post-translational protein modification","HNSC","TRRAP HNSC"
"TRRAP","Post-translational protein modification","OV","TRRAP OV"
"TRRAP","Post-translational protein modification","GBM","TRRAP GBM"
"TRRAP","Post-translational protein modification","LGG","TRRAP LGG"
"TRRAP","Post-translational protein modification","LAML","TRRAP LAML"
"TRRAP","Post-translational protein modification","READ","TRRAP READ"
"TRRAP","Post-translational protein modification","LIHC","TRRAP LIHC"
"TRRAP","Post-translational protein modification","LUAD","TRRAP LUAD"
"TYMS","Metabolism","STAD","TYMS STAD"
"TYMS","Metabolism","LIHC","TYMS LIHC"
"TYMS","Metabolism","THCA","TYMS THCA"
"TYMS","Metabolism","BRCA","TYMS BRCA"
"TYMS","Metabolism","KIRC","TYMS KIRC"
"TYMS","Metabolism","KIRP","TYMS KIRP"
"TYRP1","Melanin biosynthesis","KIRP","TYRP1 KIRP"
"TYRP1","Melanin biosynthesis","STAD","TYRP1 STAD"
"TYRP1","Melanin biosynthesis","HNSC","TYRP1 HNSC"
"TYRP1","Melanin biosynthesis","LUAD","TYRP1 LUAD"
"TYRP1","Melanin biosynthesis","BRCA","TYRP1 BRCA"
"TYRP1","Melanin biosynthesis","LIHC","TYRP1 LIHC"
"TYRP1","Melanin biosynthesis","PRAD","TYRP1 PRAD"
"TYRP1","Melanin biosynthesis","KICH","TYRP1 KICH"
"TYRP1","Melanin biosynthesis","KIRC","TYRP1 KIRC"
"TYRP1","Melanin biosynthesis","LUSC","TYRP1 LUSC"
"UBA6","Metabolism of proteins","LUAD","UBA6 LUAD"
"UCHL1","Deubiquitination","LUAD","UCHL1 LUAD"
"UCHL1","Deubiquitination","HNSC","UCHL1 HNSC"
"UCHL1","Deubiquitination","KIRC","UCHL1 KIRC"
"UCHL1","Deubiquitination","LUSC","UCHL1 LUSC"
"UCHL1","Deubiquitination","LIHC","UCHL1 LIHC"
"UCHL1","Deubiquitination","BRCA","UCHL1 BRCA"
"UCHL1","Deubiquitination","KIRP","UCHL1 KIRP"
"UCHL1","Deubiquitination","COAD","UCHL1 COAD"
"USP13","Deubiquitination","UCEC","USP13 UCEC"
"USP25","Deubiquitination","UCEC","USP25 UCEC"
"USP44","Post-translational protein modification","PAAD","USP44 PAAD"
"USP44","Post-translational protein modification","LUAD","USP44 LUAD"
"USP44","Post-translational protein modification","COAD","USP44 COAD"
"USP44","Post-translational protein modification","STAD","USP44 STAD"
"USP44","Post-translational protein modification","READ","USP44 READ"
"USP44","Post-translational protein modification","UCEC","USP44 UCEC"
"USP44","Post-translational protein modification","PANCAN","USP44 PANCAN"
"USP44","Post-translational protein modification","DLBC","USP44 DLBC"
"USP44","Post-translational protein modification","CESC","USP44 CESC"
"USP44","Post-translational protein modification","SKCM","USP44 SKCM"
"USP5","Protein ubiquitination","UCEC","USP5 UCEC"
"USP8","Post-translational protein modification","LIHC","USP8 LIHC"
"USP8","Post-translational protein modification","LUSC","USP8 LUSC"
"USP8","Post-translational protein modification","MESO","USP8 MESO"
"USP8","Post-translational protein modification","LUAD","USP8 LUAD"
"USP8","Post-translational protein modification","SKCM","USP8 SKCM"
"USP8","Post-translational protein modification","UCEC","USP8 UCEC"
"USP8","Post-translational protein modification","UCS","USP8 UCS"
"USP8","Post-translational protein modification","STAD","USP8 STAD"
"USP8","Post-translational protein modification","COAD","USP8 COAD"
"USP8","Post-translational protein modification","PANCAN","USP8 PANCAN"
"USP8","Post-translational protein modification","HNSC","USP8 HNSC"
"USP8","Post-translational protein modification","CESC","USP8 CESC"
"USP8","Post-translational protein modification","READ","USP8 READ"
"USP8","Post-translational protein modification","BLCA","USP8 BLCA"
"USP9X","Synthesis of active ubiquitin: roles of E1 and E2 enzymes","BLCA","USP9X BLCA"
"USP9X","Synthesis of active ubiquitin: roles of E1 and E2 enzymes","LIHC","USP9X LIHC"
"VCAN","Dermatan sulfate biosynthesis","UCEC","VCAN UCEC"
"VCAN","Dermatan sulfate biosynthesis","LUAD","VCAN LUAD"
"VHL","Post-translational protein modification","UCEC","VHL UCEC"
"VHL","Post-translational protein modification","PCPCG","VHL PCPCG"
"VHL","Post-translational protein modification","SARC","VHL SARC"
"VHL","Post-translational protein modification","PANCAN","VHL PANCAN"
"VHL","Post-translational protein modification","SKCM","VHL SKCM"
"VHL","Post-translational protein modification","KIRP","VHL KIRP"
"VHL","Post-translational protein modification","THYM","VHL THYM"
"VHL","Post-translational protein modification","KIRC","VHL KIRC"
"WRN","SUMO E3 ligases SUMOylate target proteins","STAD","WRN STAD"
"WRN","SUMO E3 ligases SUMOylate target proteins","LUAD","WRN LUAD"
"WRN","SUMO E3 ligases SUMOylate target proteins","READ","WRN READ"
"WRN","SUMO E3 ligases SUMOylate target proteins","HNSC","WRN HNSC"
"WRN","SUMO E3 ligases SUMOylate target proteins","BRCA","WRN BRCA"
"WRN","SUMO E3 ligases SUMOylate target proteins","UCEC","WRN UCEC"
"WRN","SUMO E3 ligases SUMOylate target proteins","OV","WRN OV"
"WRN","SUMO E3 ligases SUMOylate target proteins","CESC","WRN CESC"
"WRN","SUMO E3 ligases SUMOylate target proteins","PANCAN","WRN PANCAN"
"WRN","SUMO E3 ligases SUMOylate target proteins","COAD","WRN COAD"
"WRN","SUMO E3 ligases SUMOylate target proteins","LIHC","WRN LIHC"
"WRN","SUMO E3 ligases SUMOylate target proteins","ESCA","WRN ESCA"
"WRN","SUMO E3 ligases SUMOylate target proteins","BLCA","WRN BLCA"
"WRN","SUMO E3 ligases SUMOylate target proteins","LUSC","WRN LUSC"
"WRN","SUMO E3 ligases SUMOylate target proteins","SKCM","WRN SKCM"
"WRN","SUMO E3 ligases SUMOylate target proteins","UCS","WRN UCS"
"XPC","SUMO E3 ligases SUMOylate target proteins","PAAD","XPC PAAD"
"XPC","SUMO E3 ligases SUMOylate target proteins","READ","XPC READ"
"XPC","SUMO E3 ligases SUMOylate target proteins","COAD","XPC COAD"
"XPC","SUMO E3 ligases SUMOylate target proteins","BRCA","XPC BRCA"
"XPC","SUMO E3 ligases SUMOylate target proteins","CESC","XPC CESC"
"XPC","SUMO E3 ligases SUMOylate target proteins","SARC","XPC SARC"
"XPC","SUMO E3 ligases SUMOylate target proteins","STAD","XPC STAD"
"XPC","SUMO E3 ligases SUMOylate target proteins","UCEC","XPC UCEC"
"XPC","SUMO E3 ligases SUMOylate target proteins","LUAD","XPC LUAD"
"XPC","SUMO E3 ligases SUMOylate target proteins","SKCM","XPC SKCM"
"XPC","SUMO E3 ligases SUMOylate target proteins","BLCA","XPC BLCA"
"XPNPEP2","Post-translational modification: synthesis of GPI-anchored proteins","HNSC","XPNPEP2 HNSC"
"YWHAE","SARS-CoV-2 targets host intracellular signalling and regulatory pathways","UCEC","YWHAE UCEC"
"YWHAE","SARS-CoV-2 targets host intracellular signalling and regulatory pathways","STAD","YWHAE STAD"
"YWHAE","SARS-CoV-2 targets host intracellular signalling and regulatory pathways","PAAD","YWHAE PAAD"
"YWHAE","SARS-CoV-2 targets host intracellular signalling and regulatory pathways","BLCA","YWHAE BLCA"
"YWHAE","SARS-CoV-2 targets host intracellular signalling and regulatory pathways","READ","YWHAE READ"
"YWHAE","SARS-CoV-2 targets host intracellular signalling and regulatory pathways","CESC","YWHAE CESC"
"ZBTB16","Neddylation","PRAD","ZBTB16 PRAD"
"ZBTB16","Neddylation","UCEC","ZBTB16 UCEC"
"ZBTB16","Neddylation","LUSC","ZBTB16 LUSC"
"ZBTB16","Neddylation","OV","ZBTB16 OV"
"ZBTB16","Neddylation","COAD","ZBTB16 COAD"
"ZBTB16","Neddylation","HNSC","ZBTB16 HNSC"
"ZBTB16","Neddylation","LUAD","ZBTB16 LUAD"
"ZBTB16","Neddylation","BRCA","ZBTB16 BRCA"
"ZBTB16","Neddylation","BLCA","ZBTB16 BLCA"
"ZBTB16","Neddylation","DLBC","ZBTB16 DLBC"
"ZBTB16","Neddylation","PANCAN","ZBTB16 PANCAN"
"ZBTB16","Neddylation","READ","ZBTB16 READ"
"ZBTB16","Neddylation","CESC","ZBTB16 CESC"
"ZBTB16","Neddylation","SKCM","ZBTB16 SKCM"
"ZBTB16","Neddylation","STAD","ZBTB16 STAD"
"ZBTB16","Neddylation","CHOL","ZBTB16 CHOL"
