"","CancerType","Pathway","Gene"
"6190","OVT","Cysteine and methionine metabolism","AMD1"
"6191","BRCA","Cysteine and methionine metabolism","AMD1"
"6192","LGG","Cysteine and methionine metabolism","IL4I1"
"6193","HNSC","Cysteine and methionine metabolism","CTH"
"6194","LGG","Cysteine and methionine metabolism","AMD1"
"6195","GBM","Cysteine and methionine metabolism","MAT2A"
"6196","GBM","Cysteine and methionine metabolism","SRM"
"6197","LGG","Cysteine and methionine metabolism","MTAP"
"6198","COADREAD","Cysteine and methionine metabolism","DNMT1"
"6199","LGG","Cysteine and methionine metabolism","MRI1"
"6200","HNSC","Cysteine and methionine metabolism","MRI1"
"6201","COADREAD","Cysteine and methionine metabolism","AHCYL1"
"6202","GBM","Cysteine and methionine metabolism","APIP"
"6203","COADREAD","Cysteine and methionine metabolism","LDHB"
"6204","OV","Cysteine and methionine metabolism","DNMT3B"
"6205","COADREAD","Cysteine and methionine metabolism","AGXT2"
"6206","LGG","Cysteine and methionine metabolism","GNMT"
"6207","COADREAD","Cysteine and methionine metabolism","BCAT2"
"6208","OVT","Cysteine and methionine metabolism","MTAP"
"6209","GBM","Cysteine and methionine metabolism","DNMT1"
"6210","CHOL","Cysteine and methionine metabolism","DNMT3A"
"6211","LGG","Cysteine and methionine metabolism","AHCY"
"6212","COADREAD","Cysteine and methionine metabolism","GSS"
"6213","LGG","Cysteine and methionine metabolism","ENOPH1"
"6214","COADREAD","Cysteine and methionine metabolism","GOT1"
"6215","HNSC","Cysteine and methionine metabolism","APIP"
"6216","LGG","Cysteine and methionine metabolism","BHMT"
"6217","COADREAD","Cysteine and methionine metabolism","LDHA"
"6218","COADREAD","Cysteine and methionine metabolism","LDHC"
"6219","OV","Cysteine and methionine metabolism","AHCYL1"
"6220","COADREAD","Cysteine and methionine metabolism","MDH1"
"6221","OV","Cysteine and methionine metabolism","LDHB"
"6222","OVT","Cysteine and methionine metabolism","BCAT2"
"6223","COADREAD","Cysteine and methionine metabolism","SDS"
"6224","COADREAD","Cysteine and methionine metabolism","SDSL"
"6225","BRCA","Cysteine and methionine metabolism","MTR"
"6226","RCC","Cysteine and methionine metabolism","GOT2"
"6227","BRCA","Cysteine and methionine metabolism","MAT2B"
"6228","BRCA","Cysteine and methionine metabolism","MAT1A"
"6229","OVT","Cysteine and methionine metabolism","MAT2A"
"6230","LGG","Cysteine and methionine metabolism","MDH2"
"6231","LGG","Cysteine and methionine metabolism","BHMT2"
"6232","LGG","Cysteine and methionine metabolism","GOT1L1"
"6233","LGG","Cysteine and methionine metabolism","SRM"
"6234","LGG","Cysteine and methionine metabolism","MAT1A"
"6235","LGG","Cysteine and methionine metabolism","MAT2A"
"6236","LGG","Cysteine and methionine metabolism","SMS"
"6237","COADREAD","Cysteine and methionine metabolism","GNMT"
"6238","MBL","Cysteine and methionine metabolism","LACC1"
"6239","COADREAD","Cysteine and methionine metabolism","DNMT3A"
"6240","LGG","Cysteine and methionine metabolism","APIP"
"6241","COADREAD","Cysteine and methionine metabolism","AHCYL2"
"6242","MBL","Cysteine and methionine metabolism","IL4I1"
"6243","OVT","Cysteine and methionine metabolism","MAT1A"
"6244","CHOL","Cysteine and methionine metabolism","APIP"
"6245","COADREAD","Cysteine and methionine metabolism","AHCY"
"6246","CHOL","Cysteine and methionine metabolism","ADI1"
"6247","CHOL","Cysteine and methionine metabolism","TAT"
"6248","CHOL","Cysteine and methionine metabolism","IL4I1"
"6249","VULVA","Cysteine and methionine metabolism","KYAT3"
"6250","OVT","Cysteine and methionine metabolism","MRI1"
"6251","RCC","Cysteine and methionine metabolism","CDO1"
"6252","OS","Cysteine and methionine metabolism","CBS"
"6253","COADREAD","Cysteine and methionine metabolism","CDO1"
"6254","PRAD","Cysteine and methionine metabolism","LACC1"
"6255","OVT","Cysteine and methionine metabolism","IL4I1"
"6256","OVT","Cysteine and methionine metabolism","DNMT3B"
"6257","OVT","Cysteine and methionine metabolism","AHCYL2"
"6258","LGG","Cysteine and methionine metabolism","GOT1"
"6259","OVT","Cysteine and methionine metabolism","AHCYL1"
"6260","OVT","Cysteine and methionine metabolism","AHCY"
"6261","CHOL","Cysteine and methionine metabolism","GCLM"
"6262","CHOL","Cysteine and methionine metabolism","GSS"
"6263","OVT","Cysteine and methionine metabolism","BCAT1"
"6264","BRCA","Cysteine and methionine metabolism","CTH"
"6265","OVT","Cysteine and methionine metabolism","GOT1"
"6266","BRCA","Cysteine and methionine metabolism","CBS"
"6267","OVT","Cysteine and methionine metabolism","GOT1L1"
"6268","BRCA","Cysteine and methionine metabolism","BHMT"
"6269","LGG","Cysteine and methionine metabolism","CBS"
"6270","LGG","Cysteine and methionine metabolism","CBS"
"6271","LGG","Cysteine and methionine metabolism","SDS"
"6272","LGG","Cysteine and methionine metabolism","MTR"
"6273","BRCA","Cysteine and methionine metabolism","SMS"
"6274","BRCA","Cysteine and methionine metabolism","MTAP"
"6275","COADREAD","Cysteine and methionine metabolism","ENOPH1"
"6276","CHOL","Cysteine and methionine metabolism","PSAT1"
"6277","CHOL","Cysteine and methionine metabolism","PHGDH"
"6278","COADREAD","Cysteine and methionine metabolism","TAT"
"6279","MBL","Cysteine and methionine metabolism","MRI1"
"6280","COADREAD","Cysteine and methionine metabolism","DNMT3B"
"6281","MBL","Cysteine and methionine metabolism","ENOPH1"
"6282","MBL","Cysteine and methionine metabolism","TAT"
"6283","CHOL","Cysteine and methionine metabolism","MRI1"
"6284","OV","Cysteine and methionine metabolism","DNMT3A"
"6285","OV","Cysteine and methionine metabolism","AHCYL2"
"6286","PRAD","Cysteine and methionine metabolism","MDH1"
"6287","PRAD","Cysteine and methionine metabolism","MDH2"
"6288","PRAD","Cysteine and methionine metabolism","SDS"
"6289","OVT","Cysteine and methionine metabolism","LACC1"
"6290","CHOL","Cysteine and methionine metabolism","DNMT1"
"6291","COADREAD","Cysteine and methionine metabolism","GCLM"
"6292","MBL","Cysteine and methionine metabolism","AHCYL1"
"6293","OS","Cysteine and methionine metabolism","CBS"
"6294","VULVA","Cysteine and methionine metabolism","CBS"
"6295","CHOL","Cysteine and methionine metabolism","AHCY"
"6296","OVT","Cysteine and methionine metabolism","GNMT"
"6297","OVT","Cysteine and methionine metabolism","DNMT1"
"6298","GBM","Cysteine and methionine metabolism","BCAT2"
"6299","OV","Cysteine and methionine metabolism","LDHAL6B"
"6300","OV","Cysteine and methionine metabolism","LDHA"
"6301","LGG","Cysteine and methionine metabolism","CDO1"
"6302","HNSC","Cysteine and methionine metabolism","ENOPH1"
"6303","CHOL","Cysteine and methionine metabolism","CDO1"
"6304","HNSC","Cysteine and methionine metabolism","TAT"
"6305","HNSC","Cysteine and methionine metabolism","DNMT1"
"6306","HNSC","Cysteine and methionine metabolism","DNMT3A"
"6307","MBL","Cysteine and methionine metabolism","BHMT"
"6308","HNSC","Cysteine and methionine metabolism","DNMT3B"
"6309","BRCA","Cysteine and methionine metabolism","BHMT2"
"6310","HNSC","Cysteine and methionine metabolism","AHCYL1"
"6311","CHOL","Cysteine and methionine metabolism","LDHA"
"6312","BRCA","Cysteine and methionine metabolism","MAT2A"
"6313","LGG","Cysteine and methionine metabolism","MAT2B"
"6314","LGG","Cysteine and methionine metabolism","PSAT1"
"6315","BRCA","Cysteine and methionine metabolism","SRM"
"6316","COADREAD","Cysteine and methionine metabolism","ADI1"
"6317","BRCA","Cysteine and methionine metabolism","MRI1"
"6318","HNSC","Cysteine and methionine metabolism","GOT1L1"
"6319","COADREAD","Cysteine and methionine metabolism","IL4I1"
"6320","MBL","Cysteine and methionine metabolism","APIP"
"6321","OVT","Cysteine and methionine metabolism","BHMT2"
"6322","MBL","Cysteine and methionine metabolism","ADI1"
"6323","OVT","Cysteine and methionine metabolism","MAT2B"
"6324","RCC","Cysteine and methionine metabolism","AHCYL2"
"6325","PRAD","Cysteine and methionine metabolism","LDHC"
"6326","CHOL","Cysteine and methionine metabolism","ENOPH1"
"6327","RCC","Cysteine and methionine metabolism","BCAT2"
"6328","RCC","Cysteine and methionine metabolism","BCAT1"
"6329","MBL","Cysteine and methionine metabolism","DNMT3A"
"6330","MBL","Cysteine and methionine metabolism","DNMT3B"
"6331","RCC","Cysteine and methionine metabolism","GSS"
"6332","OS","Cysteine and methionine metabolism","KYAT1"
"6333","VULVA","Cysteine and methionine metabolism","KYAT1"
"6334","PRAD","Cysteine and methionine metabolism","SMS"
"6335","LGG","Cysteine and methionine metabolism","BCAT2"
"6336","LGG","Cysteine and methionine metabolism","BCAT1"
"6337","CHOL","Cysteine and methionine metabolism","BCAT1"
"6338","OVT","Cysteine and methionine metabolism","DNMT3A"
"6339","CHOL","Cysteine and methionine metabolism","GCLC"
"6340","RCC","Cysteine and methionine metabolism","LDHA"
"6341","OV","Cysteine and methionine metabolism","CTH"
"6342","OV","Cysteine and methionine metabolism","KYAT3"
"6343","HNSC","Cysteine and methionine metabolism","ADI1"
"6344","OV","Cysteine and methionine metabolism","CBS"
"6345","OVT","Cysteine and methionine metabolism","AGXT2"
"6346","OVT","Cysteine and methionine metabolism","GCLC"
"6347","OVT","Cysteine and methionine metabolism","GCLM"
"6348","OV","Cysteine and methionine metabolism","MAT2B"
"6349","HNSC","Cysteine and methionine metabolism","AHCYL2"
"6350","LGG","Cysteine and methionine metabolism","KYAT1"
"6351","HNSC","Cysteine and methionine metabolism","AHCY"
"6352","CHOL","Cysteine and methionine metabolism","LDHB"
"6353","CHOL","Cysteine and methionine metabolism","LDHC"
"6354","CHOL","Cysteine and methionine metabolism","MDH1"
"6355","CHOL","Cysteine and methionine metabolism","MDH2"
"6356","BRCA","Cysteine and methionine metabolism","LACC1"
"6357","CHOL","Cysteine and methionine metabolism","SDS"
"6358","OVT","Cysteine and methionine metabolism","KYAT3"
"6359","CHOL","Cysteine and methionine metabolism","SDSL"
"6360","GBM","Cysteine and methionine metabolism","MAT1A"
"6361","PRAD","Cysteine and methionine metabolism","TST"
"6362","OVT","Cysteine and methionine metabolism","MTR"
"6363","CHOL","Cysteine and methionine metabolism","LACC1"
"6364","PRAD","Cysteine and methionine metabolism","LDHA"
"6365","RCC","Cysteine and methionine metabolism","AHCYL1"
"6366","OS","Cysteine and methionine metabolism","AGXT2"
"6367","OS","Cysteine and methionine metabolism","GCLC"
"6368","OS","Cysteine and methionine metabolism","GCLM"
"6369","RCC","Cysteine and methionine metabolism","AGXT2"
"6370","CHOL","Cysteine and methionine metabolism","GNMT"
"6371","MBL","Cysteine and methionine metabolism","AHCYL2"
"6372","OV","Cysteine and methionine metabolism","BCAT1"
"6373","PRAD","Cysteine and methionine metabolism","SRM"
"6374","OVT","Cysteine and methionine metabolism","APIP"
"6375","PRAD","Cysteine and methionine metabolism","MTAP"
"6376","PRAD","Cysteine and methionine metabolism","MRI1"
"6377","LGG","Cysteine and methionine metabolism","AGXT2"
"6378","CHOL","Cysteine and methionine metabolism","AGXT2"
"6379","LGG","Cysteine and methionine metabolism","GCLM"
"6380","LGG","Cysteine and methionine metabolism","GSS"
"6381","OV","Cysteine and methionine metabolism","MPST"
"6382","OV","Cysteine and methionine metabolism","TST"
"6383","OV","Cysteine and methionine metabolism","KYAT1"
"6384","GBM","Cysteine and methionine metabolism","BCAT1"
"6385","GBM","Cysteine and methionine metabolism","AGXT2"
"6386","HNSC","Cysteine and methionine metabolism","IL4I1"
"6387","HNSC","Cysteine and methionine metabolism","GNMT"
"6388","VULVA","Cysteine and methionine metabolism","LACC1"
"6389","OVT","Cysteine and methionine metabolism","GSS"
"6390","COADREAD","Cysteine and methionine metabolism","PHGDH"
"6391","OV","Cysteine and methionine metabolism","AMD1"
"6392","HNSC","Cysteine and methionine metabolism","BCAT2"
"6393","HNSC","Cysteine and methionine metabolism","BCAT1"
"6394","LGG","Cysteine and methionine metabolism","SDSL"
"6395","LGG","Cysteine and methionine metabolism","PHGDH"
"6396","MBL","Cysteine and methionine metabolism","AMD1"
"6397","HNSC","Cysteine and methionine metabolism","GOT1"
"6398","HNSC","Cysteine and methionine metabolism","GSS"
"6399","HNSC","Cysteine and methionine metabolism","CDO1"
"6400","MBL","Cysteine and methionine metabolism","MTAP"
"6401","BRCA","Cysteine and methionine metabolism","APIP"
"6402","PRAD","Cysteine and methionine metabolism","LDHAL6A"
"6403","PRAD","Cysteine and methionine metabolism","LDHAL6B"
"6404","NSCLC","Cysteine and methionine metabolism","MTR"
"6405","PRAD","Cysteine and methionine metabolism","LDHB"
"6406","PRAD","Cysteine and methionine metabolism","CBS"
"6407","RCC","Cysteine and methionine metabolism","AHCY"
"6408","PRAD","Cysteine and methionine metabolism","BHMT2"
"6409","OVT","Cysteine and methionine metabolism","SRM"
"6410","OVT","Cysteine and methionine metabolism","SMS"
"6411","RCC","Cysteine and methionine metabolism","GCLM"
"6412","OS","Cysteine and methionine metabolism","KYAT3"
"6413","OV","Cysteine and methionine metabolism","AGXT2"
"6414","NSCLC","Cysteine and methionine metabolism","SMS"
"6415","OVT","Cysteine and methionine metabolism","ENOPH1"
"6416","OVT","Cysteine and methionine metabolism","ADI1"
"6417","CHOL","Cysteine and methionine metabolism","BCAT2"
"6418","LGG","Cysteine and methionine metabolism","GCLC"
"6419","RCC","Cysteine and methionine metabolism","LDHAL6A"
"6420","RCC","Cysteine and methionine metabolism","LDHAL6B"
"6421","PRAD","Cysteine and methionine metabolism","ADI1"
"6422","PRAD","Cysteine and methionine metabolism","TAT"
"6423","OV","Cysteine and methionine metabolism","LDHAL6A"
"6424","RCC","Cysteine and methionine metabolism","LDHB"
"6425","RCC","Cysteine and methionine metabolism","LDHC"
"6426","MBL","Cysteine and methionine metabolism","CTH"
"6427","MBL","Cysteine and methionine metabolism","KYAT3"
"6428","MBL","Cysteine and methionine metabolism","KYAT1"
"6429","MBL","Cysteine and methionine metabolism","CBS"
"6430","OV","Cysteine and methionine metabolism","MAT1A"
"6431","OVT","Cysteine and methionine metabolism","GOT2"
"6432","OV","Cysteine and methionine metabolism","SRM"
"6433","OV","Cysteine and methionine metabolism","SMS"
"6434","OV","Cysteine and methionine metabolism","MTAP"
"6435","MBL","Cysteine and methionine metabolism","MAT1A"
"6436","HNSC","Cysteine and methionine metabolism","GCLM"
"6437","COADREAD","Cysteine and methionine metabolism","APIP"
"6438","OV","Cysteine and methionine metabolism","MRI1"
"6439","OV","Cysteine and methionine metabolism","APIP"
"6440","HNSC","Cysteine and methionine metabolism","GOT2"
"6441","OVT","Cysteine and methionine metabolism","CBS"
"6442","BRCA","Cysteine and methionine metabolism","ENOPH1"
"6443","CHOL","Cysteine and methionine metabolism","SMS"
"6444","NSCLC","Cysteine and methionine metabolism","LDHA"
"6445","CHOL","Cysteine and methionine metabolism","MTAP"
"6446","NSCLC","Cysteine and methionine metabolism","LDHC"
"6447","NSCLC","Cysteine and methionine metabolism","MDH1"
"6448","NSCLC","Cysteine and methionine metabolism","MDH2"
"6449","PRAD","Cysteine and methionine metabolism","MTR"
"6450","PRAD","Cysteine and methionine metabolism","MAT2B"
"6451","OV","Cysteine and methionine metabolism","BCAT2"
"6452","NSCLC","Cysteine and methionine metabolism","PSAT1"
"6453","PRAD","Cysteine and methionine metabolism","AMD1"
"6454","PRAD","Cysteine and methionine metabolism","PHGDH"
"6455","NSCLC","Cysteine and methionine metabolism","MTAP"
"6456","NSCLC","Cysteine and methionine metabolism","LACC1"
"6457","OVT","Cysteine and methionine metabolism","TAT"
"6458","RCC","Cysteine and methionine metabolism","TST"
"6459","OV","Cysteine and methionine metabolism","GOT1L1"
"6460","OV","Cysteine and methionine metabolism","GOT2"
"6461","VULVA","Cysteine and methionine metabolism","MTR"
"6462","VULVA","Cysteine and methionine metabolism","MAT2B"
"6463","PRAD","Cysteine and methionine metabolism","IL4I1"
"6464","VULVA","Cysteine and methionine metabolism","MAT2A"
"6465","OS","Cysteine and methionine metabolism","SDSL"
"6466","OS","Cysteine and methionine metabolism","PHGDH"
"6467","GBM","Cysteine and methionine metabolism","GCLC"
"6468","GBM","Cysteine and methionine metabolism","GCLM"
"6469","GBM","Cysteine and methionine metabolism","GSS"
"6470","VULVA","Cysteine and methionine metabolism","MRI1"
"6471","OV","Cysteine and methionine metabolism","MAT2A"
"6472","OVT","Cysteine and methionine metabolism","MPST"
"6473","OVT","Cysteine and methionine metabolism","TST"
"6474","OVT","Cysteine and methionine metabolism","LDHAL6A"
"6475","HNSC","Cysteine and methionine metabolism","AGXT2"
"6476","MBL","Cysteine and methionine metabolism","MAT2A"
"6477","HNSC","Cysteine and methionine metabolism","GCLC"
"6478","OVT","Cysteine and methionine metabolism","LDHB"
"6479","SARC","Cysteine and methionine metabolism","CTH"
"6480","OVT","Cysteine and methionine metabolism","KYAT1"
"6481","PAST","Cysteine and methionine metabolism","BHMT"
"6482","OVT","Cysteine and methionine metabolism","CBS"
"6483","OVT","Cysteine and methionine metabolism","BHMT"
"6484","BRCA","Cysteine and methionine metabolism","ADI1"
"6485","NSCLC","Cysteine and methionine metabolism","LDHB"
"6486","BRCA","Cysteine and methionine metabolism","TAT"
"6487","BRCA","Cysteine and methionine metabolism","IL4I1"
"6488","BRCA","Cysteine and methionine metabolism","GNMT"
"6489","NSCLC","Cysteine and methionine metabolism","SDS"
"6490","OS","Cysteine and methionine metabolism","GSS"
"6491","RCC","Cysteine and methionine metabolism","GCLC"
"6492","BRCA","Cysteine and methionine metabolism","AHCYL1"
"6493","PRAD","Cysteine and methionine metabolism","SDSL"
"6494","BRCA","Cysteine and methionine metabolism","AHCY"
"6495","OV","Cysteine and methionine metabolism","GCLC"
"6496","OV","Cysteine and methionine metabolism","GCLM"
"6497","NSCLC","Cysteine and methionine metabolism","APIP"
"6498","OV","Cysteine and methionine metabolism","GOT1"
"6499","PRAD","Cysteine and methionine metabolism","APIP"
"6500","PRAD","Cysteine and methionine metabolism","ENOPH1"
"6501","ANSC","Cysteine and methionine metabolism","LDHA"
"6502","ANSC","Cysteine and methionine metabolism","LDHB"
"6503","VULVA","Cysteine and methionine metabolism","MAT1A"
"6504","ANSC","Cysteine and methionine metabolism","LDHC"
"6505","ANSC","Cysteine and methionine metabolism","MDH1"
"6506","ANSC","Cysteine and methionine metabolism","MDH2"
"6507","ANSC","Cysteine and methionine metabolism","SDS"
"6508","ANSC","Cysteine and methionine metabolism","SDSL"
"6509","ANSC","Cysteine and methionine metabolism","PHGDH"
"6510","ANSC","Cysteine and methionine metabolism","PSAT1"
"6511","LGG","Cysteine and methionine metabolism","TST"
"6512","LGG","Cysteine and methionine metabolism","KYAT3"
"6513","MBL","Cysteine and methionine metabolism","BHMT2"
"6514","MBL","Cysteine and methionine metabolism","MTR"
"6515","MBL","Cysteine and methionine metabolism","MAT2B"
"6516","PAST","Cysteine and methionine metabolism","CTH"
"6517","OV","Cysteine and methionine metabolism","LACC1"
"6518","CHOL","Cysteine and methionine metabolism","MTR"
"6519","CHOL","Cysteine and methionine metabolism","MAT2B"
"6520","SARC","Cysteine and methionine metabolism","KYAT3"
